id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
510027	さあ、追い打ちと行こうか！	Come On, Follow Up Attack!	乘胜追击！	好，趁勝追擊吧！	敵に与える戦闘アイテムダメージ+{value}%(上限200%)	Boosts damage dealt to enemies by battle items by {value}%. (MAX 200%)	战斗道具对敌人造成的伤害+{value}%（上限200%）。	給予敵人的戰鬥道具傷害+{value}%（上限200%）。
510044	ターンを遅らせる攻撃(1回)	Attack Delays Turn (1 Turn)	推迟回合的攻击（1次）	推遲行動回合攻擊（1次）	攻撃後、対象のターンを{value}ターン遅らせる	After attacking, delays target's turn by {value}.	攻击后，使目标推迟{value}回合。	攻擊後，使目標行動回合推遲{value}回合。
510045	腰抜かしちゃえ！	Buckle at the Knees!	吓趴下吧！	嚇得你腿軟！	味方が戦闘アイテム使用後、自身に「攻撃後、対象のターンを{value}ターン遅らせる」を1回スキル発動するまで付与<br>※アイテムを複数同時に使用しても発動は1回	After an ally uses a battle item, own attacks delay target's turn by {value} turn(s) for 1 attack.<br>Note: Even when using multiple items at the same time, this effect will only activate once.	我方使用战斗道具后，赋予自身“攻击后，使目标推迟{value}回合”，发动1次技能后失效。<br>※即使同时使用多个道具，此效果也只发动1次。	我方使用戰鬥道具後，賦予自身「攻擊後，使目標行動回合推遲{value}回合」，直到發動1次技能為止。<br>※即使同時使用多個道具也只會發動1次。
510047	一球入魂	Spirit-driven Pitch	一球入魂	一球入魂	強化パネル獲得時、スキルダメージ+{value}%(重複不可)	When using boost panels, boosts skill damage by {value}%. (Cannot be stacked)	获得强化面板时，技能伤害+{value}%（不可重复）。	獲得強化面板時，技能傷害+{value}%（不可重複）。
510048	マイナスパネル無効	Negative Panel Immunity	负面面板无效	減弱面板無效	マイナスパネル効果を受け付けなくなる	Negative panels have no effect.	不会受到负面面板效果。	無法獲得減弱面板效果。
510049	気高き誓い	Noble Vow	崇高之誓	崇高誓言	魔攻+{value}%(上限100%)	Boosts M. ATK by {value}%. (MAX 100%)	魔攻+{value}%（上限100%）。	魔攻+{value}%（上限100%）。
510050	呼び覚まされる本能	Awakened Instinct	被唤醒的本能	被喚醒的本能	攻撃を受けるたび、クリティカル確率+{value}%(上限100%)	Boosts critical rate by {value}% when hit by an attack. (MAX 100%)	每次受到攻击时，暴击率+{value}%（上限100%）。	受到攻擊時，重擊率+{value}%（上限100%）。
510052	麻痺耐性UP	Paralysis Resistance Up	麻痹耐性提升	麻痺耐性上升	麻痺耐性+{value}%	Boosts Paralysis resistance by {value}%.	麻痹耐性+{value}%。	麻痺耐性+{value}%。
510053	暗闇耐性UP	Blindness Resistance Up	盲目耐性提升	盲目耐性上升	暗闇耐性+{value}%	Boosts Blindness resistance by {value}%.	盲目耐性+{value}%。	盲目耐性+{value}%。
510054	挑発耐性UP	Taunt Resistance Up	挑衅耐性提升	挑釁耐性上升	挑発耐性+{value}%	Boosts Taunt resistance by {value}%.	挑衅耐性+{value}%。	挑釁耐性+{value}%。
510055	火傷耐性UP	Burn Resistance Up	火伤耐性提升	燒傷耐性上升	火傷耐性+{value}%	Boosts Burn resistance by {value}%.	火伤耐性+{value}%。	燒傷耐性+{value}%。
510056	眠り耐性UP	Sleep Resistance Up	睡眠耐性提升	睡眠耐性上升	眠り耐性+{value}%	Boosts Sleep resistance by {value}%.	睡眠耐性+{value}%。	睡眠耐性+{value}%。
510057	カウンター対象の味方をかばう時被ダメージDOWN	Counter Protection Received Damage Down	掩护我方被还击的目标时所受伤害下降	守護我方該名受還擊的目標時所受傷害下降	カウンター対象の味方をかばう時、受けるダメージ-{value}%	When protecting an ally from a counterattack, reduces damage received by {value}%.	掩护我方被还击的目标时，所受伤害-{value}%。	守護我方該名受還擊的目標時，所受傷害-{value}%。
510058	白夜の護衛	Midnight Sun's Guard	白夜护卫	白夜護衛	「白夜の護衛」が付与されている時「研ぎ澄まされた嗅覚」でボーナスを獲得する	When Midnight Sun's Guard is active, gains Heightened Senses bonuses.	被赋予“白夜护卫”时，凭借“久经历练之嗅觉”获得奖励。	被賦予「白夜護衛」時，以「敏銳的嗅覺」獲得獎勵。
510059	白夜の護衛所持時被ダメージDOWN	Midnight Sun's Guard Received Damage Down	拥有白夜护卫时所受伤害下降	持有白夜護衛時所受傷害下降	「白夜の護衛」を所持している時、受けるダメージ-{value}%	When Midnight Sun's Guard is active, reduces damage received by {value}%.	拥有“白夜护卫”时，所受伤害-{value}%。	持有「白夜護衛」時，所受傷害-{value}%。
510060	白夜の護衛所持時与ダメージUP	Midnight Sun's Guard Dealt Damage Up	拥有白夜护卫时造成伤害提升	持有白夜護衛時給予傷害上升	「白夜の護衛」を所持している時、スキルダメージ+{value}%	When Midnight Sun's Guard is active, boosts skill damage by {value}%.	拥有“白夜护卫”时，技能伤害+{value}%。	持有「白夜護衛」時，技能傷害+{value}%。
510061	野生の本能	Primal Instincts	野生的本能	野生的本能	物攻+{value}%(上限25%)	Boosts P. ATK by {value}%. (MAX 25%)	物攻+{value}%（上限25%）。	物攻+{value}%（上限25%）。
510062	カウンター無効	Nullify Counter	还击无效	還擊無效	カウンター攻撃から受けるダメージを無効	Nullifies damage received from counterattacks.	受到的还击伤害无效。	所受還擊攻擊傷害無效。
510063	盛り上がり上昇中！	Rising Excitement!	心情持续高涨中！	氣氛高漲中！	物攻+{value}%(上限100%)	Boosts P. ATK by {value}%. (MAX 100%)	物攻+{value}%（上限100%）。	物攻+{value}%（上限100%）。
510064	イッツ・ショータイム	It's Showtime	秀场时间	表演時刻	クリティカルダメージ+{value}%(上限30%)	Boosts critical damage by {value}%. (MAX 30%)	暴击伤害+{value}%（上限30%）。	重擊傷害+{value}%（上限30%）。
510065	ブレイクダメージUP	Stun Damage Up	破防伤害提升	破防傷害上升	ブレイクダメージ+{value}%(上限30%)	Boosts stun damage by {value}%. (MAX 30%)	破防伤害+{value}%（上限30%）。	破防傷害+{value}%（上限30%）。
510067	ここは師匠に任せなさい	Leave This to Your Mentor	这里就交给师父吧	這裡就交給師父吧	パーティの誰かが戦闘アイテム使用後、味方全員に「マイナス効果無効」を1回行動終了するまで付与(発動上限3回)<br>※アイテムを複数同時に使用しても発動は1回	After a party member uses a battle item, grants Negative Effects Immunity to all allies for 1 turn. (MAX 3 times)<br>Note: Even when using multiple items at the same time, this effect will only activate once.	队伍成员使用战斗道具后，赋予我方全体“负面效果无效”，1次行动结束后失效（最多发动3次）。<br>※即使同时使用多个道具，此效果也只发动1次。	隊伍任意成員使用戰鬥道具後，賦予我方全體「減弱效果無效」，直到行動結束1次為止（發動上限3次）。<br>※即使同時使用多個道具也只會發動1次。
510068	へこたれません！	I Won't Give Up!	才不会垂头丧气！	我不會氣餒！	受けるダメージ-{value}%(上限20%)	Reduces damage received by {value}%. (MAX 20%)	所受伤害-{value}%（上限20%）。	所受傷害-{value}%（上限20%）。
510069	王の前にひれ伏しなさい！	Kneel before the Queen!	在王的面前俯首称臣吧！	在君主的面前得跪拜！	攻撃後、対象に麻痺を1回行動開始するまで超高確率で付与	After attacking, there is a very high chance to inflict the target with Paralysis for 1 turn.	攻击后，超高概率赋予目标“麻痹”，回合开始1次后失效。	攻擊後，超高機率賦予目標「麻痺」，直到行動開始1次為止。
510070	柔軟な受け流し	Flexible Parry	以柔克刚	靈活接招	自身のHPが最大の時、受けるダメージ-{value}%	Reduces damage received by {0}% when own HP is full.	自身HP为最大值时，所受伤害-{value}%。	自身的HP為最大值時，所受傷害-{value}%。
510071	施しはいかが？	Alms for the Poor	这份赏赐如何？	這份賞賜如何？	物攻+{value}%(上限15%)	Boosts P. ATK by {value}%. (MAX 15%)	物攻+{value}%（上限15%）。	物攻+{value}%（上限15%）。
510072	覚悟はできてる？	Are You Ready?	做好心理准备了吗？	做好覺悟了嗎？	魔攻+{value}%(上限50%)	Boosts M. ATK by {value}%. (MAX 50%)	魔攻+{value}%（上限50%）。	魔攻+{value}%（上限50%）。
510073	突撃隊長マリー	Marie, Assault Leader	突击队长玛莉	突擊隊長瑪莉	スキルで撃破時、魔攻+{value}%(上限30%)	Boosts M. ATK by {value}% when defeating an enemy with a skill. (MAX 30%)	使用技能击败目标时，魔攻+{value}%（上限30%）。	以技能擊破時，魔攻+{value}%（上限30%）。
510074	徹底的にやるわよ！	I'll Get It Done and Dusted!	手下不留情！	我會把它做到底的！	攻撃対象がブレイク状態の時、スキルダメージ+{value}%(上限60%)	When attack target is stunned, boosts skill damage by {value}%. (MAX 60%)	攻击目标陷入破防状态时，技能伤害+{value}%（上限60%）。	攻擊目標處於破防狀態時，技能傷害+{value}%（上限60%）。
510075	新しいアタシ！	A Brand New Me!	新的自我！	嶄新的我！	スキルで撃破時、クリティカルダメージ+{value}%(上限100%)	Boosts critical damage by {value}% when defeating an enemy with a skill. (MAX 100%)	用技能击败对手时，暴击伤害+{value}%（上限100%）。	以技能擊破時，重擊傷害+{value}%（上限100%）。
510076	目覚める闘魂	Awakening Fighting Spirit	觉醒的斗魂	覺醒的鬥魂	カウンター攻撃から受けるダメージを無効	Nullifies damage received from counterattacks.	受到的还击伤害无效。	所受還擊攻擊傷害無效。
510077	新しいアタシ！	A Brand New Me!	新的自我！	嶄新的我！	スキルで撃破時、バーストスキルダメージ+{value}%(上限100%)	Boosts burst skill damage by {value}% when defeating an enemy with a skill. (MAX 100%)	使用技能击败目标时，爆发技能伤害+{value}%（上限100%）。	以技能擊破時，爆發技能傷害+{value}%（上限100%）。
510078	魔攻UP	M. ATK Up	魔攻提升	魔攻上升	魔攻+{value}%(上限50%)	Boosts M. ATK by {value}%. (MAX 50%)	魔攻+{value}%（上限50%）。	魔攻+{value}%（上限50%）。
510080	来たぜ、好機！	This Is It! My Chance!	好机会到来！	好機會來啦！	スキル2の貫通力+{value}(上限100)	Boosts Skill 2 penetration by {value}. (MAX 100)	技能2穿透力+{value}（上限100）。	技能2的貫穿力+{value}（上限100）。
510082	盛り上がり上昇中！	Rising Excitement!	心情持续高涨中！	氣氛高漲中！	突属性ダメージ+{value}%(上限5個)	Boosts Stab damage by {value}%. (MAX 5 turns)	突刺属性伤害+{value}%（上限5层）。	突屬性傷害+{value}%（上限5個）。
510083	喧嘩屋マクダ様につづけぇ！	Follow the Brawl Master!	跟着我上！	跟隨打架專家瑪格達吧！	攻撃対象を「強制ブレイク」	Force stuns attack target.	使攻击目标“强制破防”。	使攻擊目標「強制破防」。
510084	来たぜ、好機！	This Is It! My Chance!	好机会到来！	好機會來啦！	スキルダメージ+{value}%	Boosts skill damage by {value}%.	技能伤害+{value}%。	技能傷害+{value}%。
510085	邪魔するヤツは許さない	None Shall Stand in My Way	妨碍之人不可原谅	礙事者不可饒恕	攻撃後、対象に受けるダメージ+{value}%を1回攻撃を受けるまで付与(上限4個)	After attacking, boosts target's damage received by {value}% for 1 attack. (MAX 4)	攻击后，赋予目标“所受伤害+{value}%”，受到1次攻击后失效（上限4层）。	攻擊後，賦予目標所受傷害+{value}%，直到受1次攻擊為止（上限4個）。
510086	与ダメージUP	Dealt Damage Up	造成伤害提升	給予傷害上升	スキルダメージ+{value}%(上限150%)	Boosts skill damage by {value}%. (MAX 150%)	技能伤害+{value}%（上限150%）。	技能傷害+{value}%（上限150%）。
510087	「解放」を始めましょう				パーティの誰かがアイテム使用後、自身に「強制ブレイク」を1回行動終了するまで付与(発動上限3回)<br>※アイテムを複数同時に使用しても発動は1回			
510088	「解放」を始めましょう				攻撃対象を「強制ブレイク」			
510089	福招く一撃				スキルで撃破時、魔攻+{value}%(上限100%)			
510090	福招く一撃				スキルで撃破時、スキルダメージ+{value}%(上限200%)			
510091	一戦の計は初動にあり				自身のHPが50%以上の時、クリティカルダメージ+{value}%			
510092	一戦の計は初動にあり				自身のHPが70%以上の時、スキルダメージ+{value}%			
510093	友の支えが力になる！				自身に付与されている強化効果の個数に応じ、スキルダメージ+0～90%(1～20個で多いほど増加)<br>※バトル開始時に発動した回数制限のない強化効果は含まない			
510094	イタズラしちゃうよ！				対象に「絡まりリボン」が付与されている時、スキルダメージ+{value}%			
510095	友の支えが力になる！				自身に付与されている強化効果の個数に応じ、スキルダメージ+0～10%(0～1個で多いほど増加)<br>※バトル開始時に発動した回数制限のない強化効果は含まない			
510096	けた外れの突破力				スキルで撃破時、バーストスキルダメージ+{value}%(上限100%)			
510098	けた外れの突破力				スキルで撃破時、クリティカルダメージ+{value}%(上限100%)			
510099	理論家の知恵				パーティの誰かが戦闘アイテム使用後、味方全員に「受けるダメージ-{value}%(固定)」を1回攻撃を受けるまで付与(発動上限2回)<br>※アイテムを複数同時に使用しても発動は1回			
510100	被ダメージDOWN				受けるダメージ-{value}%(固定)			
510101	連刃研磨のLvに応じクリティカル率UP				連刃研磨のLvに応じ、クリティカル確率+{value}%			
510102	連刃研磨のLv3以上でクリティカルダメージUP				Lv3以上：クリティカルダメージ+{value}%			
510103	連刃研磨のLv5以上でクリティカルダメージUP				Lv5以上：クリティカルダメージ+{value}%			
510104	連刃研磨のLv10以上でクリティカルダメージUP				Lv10以上：クリティカルダメージ+{value}%			
510105	クリティカル率UP				クリティカル確率+{value}%			
510106	クリティカルダメージUP				クリティカルダメージ+{value}%			
510107	学びの成果を見せてあげる！				スキルダメージ+{value}%(上限200%)			
510108	あなたの夢、お手伝いします！				クリティカルダメージ+{value}%(上限250%)			
510109	冒険があたしを成長させる！				スキル威力+{value}%(上限5個)			
560001	麻痺攻撃(高確率)	Paralyzing Attack (High Chance)	麻痹攻击（高概率）	麻痺攻擊（高機率）	攻撃後、対象に「麻痺」を付与	After attacking, inflicts the target with Paralysis.	攻击后，赋予目标“麻痹”。	攻擊後，賦予目標「麻痺」。
560010	攻撃対象が麻痺状態の時与ダメージUP	Damage Up When Atk. Target Paralyzed	攻击目标陷入麻痹状态时，造成伤害提升	攻擊目標為麻痺狀態時給予傷害上升	攻撃対象が麻痺状態の時スキルダメージ+{value}%	Boosts skill damage by {value}% when attack target is paralyzed.	攻击目标陷入麻痹状态时，技能伤害+{value}%。	攻擊目標為麻痺狀態時技能傷害+{value}%
560015	敵が1体の時与ダメージUP	Single Enemy Dealt Damage Up	敌人为1名时，造成伤害提升	敵人數量為1時給予傷害上升	敵が1体の時、スキルダメージ+{value}%	Boosts skill damage by {value}% when there is only one enemy.	敌人为1名时，技能伤害＋{value}%。	敵人數量為1時，技能傷害+{value}%。
560020	対象が毒の時与ダメージUP	Damage Up When Atk. Target Poisoned	目标中毒时，造成伤害提升	目標中毒時給予傷害上升	対象が毒の時、スキルダメージ+{value}%	Boosts skill damage by {value}% when attack target is poisoned.	目标中毒时，技能伤害+{value}%。	目標中毒時，技能傷害+{value}%。
560021	毒攻撃(高確率)	Poisonous Attack (High Chance)	中毒攻击（高概率）	中毒攻擊（高機率）	攻撃後、対象に「毒」を付与	After attacking, inflicts the target with Poison.	攻击后，赋予目标“中毒”。	攻擊後，賦予目標「中毒」。
560026	スキル対象が麻痺時与ダメージUP	Damage Up When Skill Target Paralyzed	技能目标陷入麻痹状态时，造成伤害提升	技能目標麻痺時給予傷害上升	対象が麻痺の時、スキルダメージ+{value}%	Boosts skill damage by {value}% when target is paralyzed.	目标麻痹时，技能伤害+{value}%。	目標麻痺時，技能傷害+{value}%。
560027	真面目の人数が多いほど与ダメージUP	Damage Up Per Diligent Character	一丝不苟标签的人数越多，造成伤害越高	認真的角色人數越多給予傷害越高	真面目の人数が多いほど、スキルダメージUP(0〜{value}%)	Boosts skill damage by 0–{value}%, depending on the number of Diligent characters.	一丝不苟标签的人数越多，技能伤害越高（0～{value}%）。	認真的角色人數越多，技能傷害越高（0～{value}%）。
560028	真面目の人数が多いほどブレイクダメージUP	Stun Damage Up Per Diligent Character	一丝不苟标签的人数越多，破防伤害越高	認真的角色人數越多破防傷害越高	真面目の人数が多いほど、ブレイクダメージUP(0〜{value}%)	Boosts stun damage by 0–{value}%, depending on the number of Diligent characters.	一丝不苟标签的人数越多，破防伤害越高（0～{value}%）。	認真的角色人數越多，破防傷害越高（0～{value}%）。
560038	魔防UP	M. DEF Up	魔防提升	魔防上升	魔防+{value}%	Boosts M. DEF by {value}%.	魔防+{value}%。	魔防+{value}%。
560039	物防UP	P. DEF Up	物防提升	物防上升	物防+{value}%	Boosts P. DEF by {value}%.	物防+{value}%。	物防+{value}%。
560040	魔攻UP	M. ATK Up	魔攻提升	魔攻上升	魔攻+{value}%	Boosts M. ATK by {value}%.	魔攻+{value}%。	魔攻+{value}%。
560041	物攻UP	P. ATK Up	物攻提升	物攻上升	物攻+{value}%	Boosts P. ATK by {value}%.	物攻+{value}%。	物攻+{value}%。
560043	クリティカルダメージUP	Critical Damage Up	暴击伤害提升	重擊傷害上升	クリティカルダメージ+{value}%	Boosts critical damage by {value}%.	暴击伤害+{value}%。	重擊傷害+{value}%。
560044	与ダメージUP	Dealt Damage Up	造成伤害提升	給予傷害上升	スキルダメージ+{value}%	Boosts skill damage by {value}%.	技能伤害+{value}%。	技能傷害+{value}%。
560047	再生	Regen	再生	再生	ターン開始時、自身のHPを{value}%回復	Recovers {value}% of own HP at the start of the turn.	回合开始时，恢复自身{value}%的HP。	回合開始時，回復自身的HP{value}%。
560048	ブレイクダメージUP	Stun Damage Up	破防伤害提升	破防傷害上升	ブレイクダメージ+{value}%	Boosts stun damage by {value}%.	破防伤害+{value}%。	破防傷害+{value}%。
560050	バーストダメージUP	Burst Damage Up	爆发伤害提升	爆發傷害上升	バーストスキルダメージ+{value}%	Boosts burst skill damage by {value}%.	爆发技能伤害+{value}%。	爆發技能傷害+{value}%。
560060	約束と協力が多いほどクリティカルダメージUP	Critical Damage Up	约定与合作标签的人数越多，暴击伤害越高	約定與合作的角色越多重擊傷害越高	約束と協力が多いほど、クリティカルダメージ+{value}%	Boosts critical damage by {value}% depending on the number of Promise & Teamwork characters.	随着约定与合作标签的人数增加，暴击伤害+{value}%。	約定與合作的角色越多，重擊傷害+{value}%。
560064	被弾時HP回復	HP Recovery When Hit	受到攻击时恢复HP	被擊中時回復HP	攻撃を受けた時、自身のHPを+{value}%回復	When hit by an attack, restores own HP by {value}%.	受到攻击时，自身HP恢复+{value}%。	受到攻擊時，回復自身HP+{value}%。
560065	ブレイク中ダメージUP	Damage Up During Stun	破防中伤害提升	破防時傷害上升	攻撃対象がブレイク状態の時、スキルダメージ+{value}%	When attack target is stunned, boosts skill damage by {value}%.	攻击目标陷入破防状态时，技能伤害+{value}%。	攻擊目標處於破防狀態時，技能傷害+{value}%。
560066	戦闘アイテムダメージUP	Battle Item Damage Up	战斗道具伤害提升	戰鬥道具傷害上升	戦闘アイテムダメージ+{value}%	Boosts battle item damage by {value}%.	战斗道具伤害+{value}%。	戰鬥道具傷害+{value}%。
560069	スキル発動後HP回復	HP Recovery on Skill Use	发动技能后恢复HP	發動技能後回復HP	スキル発動後、自身のHP回復+{value}%	After using a skill, restores own HP by {value}%.	发动技能后，自身HP恢复+{value}%。	發動技能後，回復自身HP+{value}%。
560070	回避	Evasion	回避	迴避	回避確率{value}%	Boosts evasion rate by {value}%.	回避概率{value}%。	迴避機率{value}%。
560071	WEAK攻撃時与ダメージUP	Weakness Attack Damage Up	发动WEAK攻击时，造成伤害提升	WEAK攻擊時，給予傷害上升	WEAK攻撃時、スキルダメージ+{value}%	Boosts skill damage by {value}% when attacking a weakness.	发动WEAK攻击时，技能伤害+{value}%。	WEAK攻擊時，技能傷害+{value}%。
560072	火傷耐性UP	Burn Resistance Up	火伤耐性提升	燒傷耐性上升	火傷耐性+{value}%	Boosts Burn resistance by {value}%.	火伤耐性+{value}%。	燒傷耐性+{value}%。
560073	対象が火傷の時与ダメージUP	Damage Up on Burning Target	目标火伤时，造成伤害提升	目標燒傷時給予傷害上升	火傷状態の敵へのダメージ+{value}%	Boosts damage dealt to enemies inflicted with Burn by {value}%.	对火伤状态敌人的伤害+{value}%。	對燒傷狀態的敵人的傷害+{value}%。
560074	被ダメージDOWN	Received Damage Down	所受伤害下降	所受傷害下降	受けるダメージ-{value}%	Reduces damage received by {value}%.	所受伤害-{value}%。	所受傷害-{value}%。
560075	バーストブレイクダメージUP	Burst Stun Damage Up	爆发破防伤害提升	爆發破防傷害上升	バーストブレイクダメージ+{value}%	Boosts burst skill stun damage by {value}%.	爆发破防伤害+{value}%。	爆發破防傷害上升+{value}%。
560076	麻痺耐性UP	Paralysis Resistance Up	麻痹耐性提升	麻痺耐性上升	麻痺耐性+{value}%	Boosts Paralysis resistance by {value}%.	麻痹耐性+{value}%。	麻痺耐性+{value}%。
560077	攻撃後突属性被ダメージUP付与	Stab Damage Up after Attack	赋予攻击后所受突刺属性伤害提升	攻擊後賦予所受突屬性傷害上升	攻撃後、対象に「受ける突属性ダメージ+{value}%」を付与	After attacking, boosts target's Stab damage received by {value}%.	攻击后，赋予目标“所受突刺属性伤害+{value}%”。	攻擊後，賦予目標「所受突屬性傷害+{value}%」。
560078	対象がスタンの時与ダメージUP				スタン状態の敵へのダメージ+{value}%			
