id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
110411	二人のシャリーと母の願い１１	Two Shallies and a Mother's Wish 11	两个夏莉与母亲的心愿11	兩個夏莉與母親的願望11				
110412	二人のシャリーと母の願い１２	Two Shallies and a Mother's Wish 12	两个夏莉与母亲的心愿12	兩個夏莉與母親的願望12				
110413	二人のシャリーと母の願いEX１	Two Shallies and a Mother's Wish EX1	两个夏莉与母亲的心愿EX1	兩個夏莉與母親的願望EX1				
110414	二人のシャリーと母の願いEX２	Two Shallies and a Mother's Wish EX2	两个夏莉与母亲的心愿EX2	兩個夏莉與母親的願望EX2				
110415	二人のシャリーと母の願いEX３	Two Shallies and a Mother's Wish EX3	两个夏莉与母亲的心愿EX3	兩個夏莉與母親的願望EX3				
110416	二人のシャリーと母の願いEX４	Two Shallies and a Mother's Wish EX4	两个夏莉与母亲的心愿EX4	兩個夏莉與母親的願望EX4				
130301	乙女たちのチョコレートミックス１	Valentine's Chocolate Mix 1	少女们的混合巧克力1	少女們的綜合巧克力1				
130302	乙女たちのチョコレートミックス２	Valentine's Chocolate Mix 2	少女们的混合巧克力2	少女們的綜合巧克力2				
130303	乙女たちのチョコレートミックス３	Valentine's Chocolate Mix 3	少女们的混合巧克力3	少女們的綜合巧克力3				
130304	乙女たちのチョコレートミックス４	Valentine's Chocolate Mix 4	少女们的混合巧克力4	少女們的綜合巧克力4				
130305	乙女たちのチョコレートミックス５	Valentine's Chocolate Mix 5	少女们的混合巧克力5	少女們的綜合巧克力5				
130306	乙女たちのチョコレートミックス６	Valentine's Chocolate Mix 6	少女们的混合巧克力6	少女們的綜合巧克力6				
130307	乙女たちのチョコレートミックス７	Valentine's Chocolate Mix 7	少女们的混合巧克力7	少女們的綜合巧克力7				
130308	乙女たちのチョコレートミックス８	Valentine's Chocolate Mix 8	少女们的混合巧克力8	少女們的綜合巧克力8				
130309	乙女たちのチョコレートミックス９	Valentine's Chocolate Mix 9	少女们的混合巧克力9	少女們的綜合巧克力9				
130310	乙女たちのチョコレートミックス１０	Valentine's Chocolate Mix 10	少女们的混合巧克力10	少女們的綜合巧克力10				
130311	乙女たちのチョコレートミックス１１	Valentine's Chocolate Mix 11	少女们的混合巧克力11	少女們的綜合巧克力11				
130312	乙女たちのチョコレートミックス１２	Valentine's Chocolate Mix 12	少女们的混合巧克力12	少女們的綜合巧克力12				
130513	乙女たちのチョコレートミックスEX１	Valentine's Chocolate Mix EX1	少女们的混合巧克力EX1	少女們的綜合巧克力EX1				
130514	乙女たちのチョコレートミックスEX２	Valentine's Chocolate Mix EX2	少女们的混合巧克力EX2	少女們的綜合巧克力EX2				
130515	乙女たちのチョコレートミックスEX３	Valentine's Chocolate Mix EX3	少女们的混合巧克力EX3	少女們的綜合巧克力EX3				
130516	乙女たちのチョコレートミックスEX４	Valentine's Chocolate Mix - EX4	少女们的混合巧克力EX4	少女們的綜合巧克力EX4				
140301	アーランドの錬金術士EX１	The Alchemist of Arland EX1	亚兰德之炼金术士EX1	亞蘭德之鍊金術士EX1				
140302	アーランドの錬金術士EX２	The Alchemist of Arland EX2	亚兰德之炼金术士EX2	亞蘭德之鍊金術士EX2				
140303	アーランドの錬金術士EX３	The Alchemist of Arland EX3	亚兰德之炼金术士EX3	亞蘭德之鍊金術士EX3				
140304	アーランドの錬金術士EX４	The Alchemist of Arland EX4	亚兰德之炼金术士EX4	亞蘭德之鍊金術士EX4				
160401	アイテム大戦・Normal１	Item War - Normal 1	道具大战·Normal 1	道具大戰‧Normal1				
160402	アイテム大戦・Normal２	Item War - Normal 2	道具大战·Normal 2	道具大戰‧Normal2				
160403	アイテム大戦・Normal３	Item War - Normal 3	道具大战·Normal 3	道具大戰‧Normal3				
160404	アイテム大戦・Hard１	Item War - Hard 1	道具大战·Hard 1	道具大戰‧Hard1				
160405	アイテム大戦・Hard２	Item War - Hard 2	道具大战·Hard 2	道具大戰‧Hard2				
160406	アイテム大戦・Hard３	Item War - Hard 3	道具大战·Hard 3	道具大戰‧Hard3				
160407	アイテム大戦・Very Hard１	Item War - Very Hard 1	道具大战·Very Hard 1	道具大戰‧Very Hard1				
160408	アイテム大戦・Very Hard２	Item War - Very Hard 2	道具大战·Very Hard 2	道具大戰‧Very Hard2				
160409	アイテム大戦・Very Hard３	Item War - Very Hard 3	道具大战·Very Hard 3	道具大戰‧Very Hard3				
160510	アイテム大戦・EX１	Item War - EX1	道具大战·EX1	道具大戰‧EX1				
160511	アイテム大戦・EX２	Item War - EX2	道具大战·EX2	道具大戰‧EX2				
160512	アイテム大戦・EX３	Item War - EX3	道具大战·EX3	道具大戰‧EX3				
170401	半周年記念プレゼントバトル１	Half-Year Anniversary Present Battle 1	半周年纪念赠礼战斗1	半週年紀念獻禮戰鬥1				
170402	半周年記念プレゼントバトル２	Half-Year Anniversary Present Battle 2	半周年纪念赠礼战斗2	半週年紀念獻禮戰鬥2				
170403	半周年記念プレゼントバトル３	Half-Year Anniversary Present Battle 3	半周年纪念赠礼战斗3	半週年紀念獻禮戰鬥3				
170404	半周年記念プレゼントバトル４	Half-Year Anniversary Present Battle 4	半周年纪念赠礼战斗4	半週年紀念獻禮戰鬥4				
170405	半周年記念プレゼントバトル５	Half-Year Anniversary Present Battle 5	半周年纪念赠礼战斗5	半週年紀念獻禮戰鬥5				
170406	半周年記念プレゼントバトル６	Half-Year Anniversary Present Battle 6	半周年纪念赠礼战斗6	半週年紀念獻禮戰鬥6				
170407	半周年記念プレゼントバトル７	Half-Year Anniversary Present Battle 7	半周年纪念赠礼战斗7	半週年紀念獻禮戰鬥7				
170408	半周年記念プレゼントバトル８	Half-Year Anniversary Present Battle 8	半周年纪念赠礼战斗8	半週年紀念獻禮戰鬥8				
170409	半周年記念プレゼントバトル９	Half-Year Anniversary Present Battle 9	半周年纪念赠礼战斗9	半週年紀念獻禮戰鬥9				
170410	半周年記念プレゼントバトル１０	Half-Year Anniversary Present Battle 10	半周年纪念赠礼战斗10	半週年紀念獻禮戰鬥10				
180401	チャレンジバトル ジェロン１	Challenge Battle: Geron 1	挑战战斗 杰隆1	挑戰戰鬥 傑隆1				
180402	チャレンジバトル ジェロン２	Challenge Battle: Geron 2	挑战战斗 杰隆2	挑戰戰鬥 傑隆2				
180403	チャレンジバトル ジェロン３	Challenge Battle: Geron 3	挑战战斗 杰隆3	挑戰戰鬥 傑隆3				
180501	チャレンジバトル ジェロンEX１	Challenge Battle: Geron EX1	挑战战斗 杰隆EX1	挑戰戰鬥 傑隆EX1				
180502	チャレンジバトル ジェロンEX２	Challenge Battle: Geron EX2	挑战战斗 杰隆EX2	挑戰戰鬥 傑隆EX2				
180503	チャレンジバトル ジェロンEX３	Challenge Battle: Geron EX3	挑战战斗 杰隆EX3	挑戰戰鬥 傑隆EX3				
200401	チャレンジバトル ララ１	Challenge Battle: Lara 1	挑战战斗 拉拉1	挑戰戰鬥 拉拉1				
200402	チャレンジバトル ララ２	Challenge Battle: Lara 2	挑战战斗 拉拉2	挑戰戰鬥 拉拉2				
200403	チャレンジバトル ララ３	Challenge Battle: Lara 3	挑战战斗 拉拉3	挑戰戰鬥 拉拉3				
200501	チャレンジバトル ララEX１	Challenge Battle: Lara EX1	挑战战斗 拉拉EX1	挑戰戰鬥 拉拉EX1				
200502	チャレンジバトル ララEX２	Challenge Battle: Lara EX2	挑战战斗 拉拉EX2	挑戰戰鬥 拉拉EX2				
200503	チャレンジバトル ララEX３	Challenge Battle: Lara EX3	挑战战斗 拉拉EX3	挑戰戰鬥 拉拉EX3				
201001	リリーの新たな目標	Lilie's New Goal	莉莉的新目标	莉莉的新目標				
201002	少女と病気のお母さん	A Girl and Her Sickly Mother	少女与患病的母亲	少女與生病的媽媽				
201003	出会い リリーとレスナ	Lilie Meets Resna	莉莉与蕾斯娜的相遇	邂逅 莉莉與蕾斯娜				
201004	薬草を探しに・１	Searching for Medicinal Herbs - 1	寻找药草·1	尋找藥草‧1				
201005	リリーの軌跡	Lilie's Path	莉莉的过往	莉莉的軌跡				
201006	薬草を探しに・２	Searching for Medicinal Herbs - 2	寻找药草·2	尋找藥草‧2				
201007	不思議なアトリエ	The Mysterious Atelier	奇妙的炼金工房	不可思議的鍊金工房				
201008	勉強熱心な錬金術士	A Studious Alchemist	好学的炼金术士	熱愛學習的鍊金術士				
201009	独学の賜物	The Fruits of Self-Study	自学的成果	自學的成果				
201010	治療の手がかり	Clues Lead to Cures	治疗的头绪	治療的線索				
201011	滝の洞窟へ・１	To Waterfall Cave! - 1	前往瀑布洞窟·1	前往瀑布的洞窟‧1				
201012	知識を得るコツ	A Knack for Gaining Knowledge	学习的窍门	獲得知識的秘訣				
201013	滝の洞窟へ・２	To Waterfall Cave! - 2	前往瀑布洞窟·2	前往瀑布的洞窟‧2				
201014	錬金術士エリー	Elie the Alchemist	炼金术士艾莉	鍊金術士艾莉				
201015	マリーとエリー	Marie & Elie	玛莉与艾莉	瑪莉與艾莉				
201016	滝の洞窟へ・３	To Waterfall Cave! - 3	前往瀑布洞窟·3	前往瀑布的洞窟‧3				
201017	洞窟に漂う匂い	Drawn Deeper by an Aroma	洞窟内的气味	飄散在洞窟中的氣味				
201018	洞窟の魔物・１	Cave-Dwelling Monsters - 1	洞窟的魔物·1	洞窟裡的魔物‧1				
201019	匂いに誘われて	Lured by a Scent	香气的诱惑	被氣味吸引				
201020	甘い罠？	A Sweet Snare?	甜蜜陷阱？	甜美的陷阱？				
201021	危険な胞子	Dangerous Spores	危险的孢子	危險的胞子				
201022	洞窟の魔物・２	Cave-Dwelling Monsters - 2	洞窟的魔物·2	洞窟裡的魔物‧2				
201023	マリー参上！	Calling on Marie!	玛莉在此！	瑪莉駕到！				
201024	熟練の錬金術士たち	Masterful Alchemists	熟练的炼金术士们	老練的鍊金術士們				
201025	全てが今この瞬間に	Everything Led to This Moment	决定一切的瞬间	一切都為此時此刻				
201026	未来へ受け継がれる思い	Inherited Hopes for the Future	将愿望传向未来	傳承到未來的意念				
201027	リリーの新たな旅立ち	Lilie's New Journey	莉莉的新旅程	莉莉的新旅程				
203001	ザールブルグの錬金術士１	The Alchemist of Salburg 1	萨尔布鲁克的炼金术士 ～思念传承～1	薩爾布魯克的鍊金術士1				
203002	ザールブルグの錬金術士２	The Alchemist of Salburg 2	萨尔布鲁克的炼金术士 ～思念传承～2	薩爾布魯克的鍊金術士2				
203003	ザールブルグの錬金術士３	The Alchemist of Salburg 3	萨尔布鲁克的炼金术士 ～思念传承～3	薩爾布魯克的鍊金術士3				
203004	ザールブルグの錬金術士４	The Alchemist of Salburg 4	萨尔布鲁克的炼金术士 ～思念传承～4	薩爾布魯克的鍊金術士4				
203005	ザールブルグの錬金術士５	The Alchemist of Salburg 5	萨尔布鲁克的炼金术士 ～思念传承～5	薩爾布魯克的鍊金術士5				
203006	ザールブルグの錬金術士６	The Alchemist of Salburg 6	萨尔布鲁克的炼金术士 ～思念传承～6	薩爾布魯克的鍊金術士6				
203007	ザールブルグの錬金術士７	The Alchemist of Salburg 7	萨尔布鲁克的炼金术士 ～思念传承～7	薩爾布魯克的鍊金術士7				
203008	ザールブルグの錬金術士８	The Alchemist of Salburg 8	萨尔布鲁克的炼金术士 ～思念传承～8	薩爾布魯克的鍊金術士8				
203009	ザールブルグの錬金術士９	The Alchemist of Salburg 9	萨尔布鲁克的炼金术士 ～思念传承～9	薩爾布魯克的鍊金術士9				
203010	ザールブルグの錬金術士１０	The Alchemist of Salburg 10	萨尔布鲁克的炼金术士 ～思念传承～10	薩爾布魯克的鍊金術士10				
203011	ザールブルグの錬金術士１１	The Alchemist of Salburg 11	萨尔布鲁克的炼金术士 ～思念传承～11	薩爾布魯克的鍊金術士11				
203012	ザールブルグの錬金術士１２	The Alchemist of Salburg 12	萨尔布鲁克的炼金术士 ～思念传承～12	薩爾布魯克的鍊金術士12				
205013	ザールブルグの錬金術士EX１	The Alchemist of Salburg EX1	萨尔布鲁克的炼金术士 ～思念传承～EX1	薩爾布魯克的鍊金術士EX1				
205014	ザールブルグの錬金術士EX２	The Alchemist of Salburg EX2	萨尔布鲁克的炼金术士 ～思念传承～EX2	薩爾布魯克的鍊金術士EX2				
210401	アイテム大戦・Normal４	Item War - Normal 4	道具大战·Normal 4	道具大戰‧Normal4				
210402	アイテム大戦・Normal５	Item War - Normal 5	道具大战·Normal 5	道具大戰‧Normal5				
210403	アイテム大戦・Normal６	Item War - Normal 6	道具大战·Normal 6	道具大戰‧Normal6				
210404	アイテム大戦・Hard４	Item War - Hard 4	道具大战·Hard 4	道具大戰‧Hard4				
210405	アイテム大戦・Hard５	Item War - Hard 5	道具大战·Hard 5	道具大戰‧Hard5				
210406	アイテム大戦・Hard６	Item War - Hard 6	道具大战·Hard 6	道具大戰‧Hard6				
210407	アイテム大戦・Very Hard４	Item War - Very Hard 4	道具大战·Very Hard 4	道具大戰‧Very Hard4				
210408	アイテム大戦・Very Hard５	Item War - Very Hard 5	道具大战·Very Hard 5	道具大戰‧Very Hard5				
210409	アイテム大戦・Very Hard６	Item War - Very Hard 6	道具大战·Very Hard 6	道具大戰‧Very Hard6				
210410	アイテム大戦・EX４	Item War - EX4	道具大战·EX4	道具大戰‧EX4				
210411	アイテム大戦・EX５	Item War - EX5	道具大战·EX5	道具大戰‧EX5				
210412	アイテム大戦・EX６	Item War - EX6	道具大战·EX6	道具大戰‧EX6				
220401	チャレンジバトル 鴉１	Challenge Battle: Crow 1	挑战战斗 鸦1	挑戰戰鬥 烏鴉1				
220402	チャレンジバトル 鴉２	Challenge Battle: Crow 2	挑战战斗 鸦2	挑戰戰鬥 烏鴉2				
220403	チャレンジバトル 鴉３	Challenge Battle: Crow 3	挑战战斗 鸦3	挑戰戰鬥 烏鴉3				
220404	チャレンジバトル 鴉EX１	Challenge Battle: Crow EX1	挑战战斗 鸦EX1	挑戰戰鬥 烏鴉EX1				
220405	チャレンジバトル 鴉EX２	Challenge Battle: Crow EX2	挑战战斗 鸦EX2	挑戰戰鬥 烏鴉EX2				
220406	チャレンジバトル 鴉EX３	Challenge Battle: Crow EX3	挑战战斗 鸦EX3	挑戰戰鬥 烏鴉EX3				
230401	アイテム大戦・Normal７	Item War - Normal 7	道具大战·Normal7	道具大戰‧Normal7				
230402	アイテム大戦・Normal８	Item War - Normal 8	道具大战·Normal8	道具大戰‧Normal8				
230403	アイテム大戦・Normal９	Item War - Normal 9	道具大战·Normal9	道具大戰‧Normal9				
230404	アイテム大戦・Hard７	Item War - Hard 7	道具大战·Hard7	道具大戰‧Hard7				
230405	アイテム大戦・Hard８	Item War - Hard 8	道具大战·Hard8	道具大戰‧Hard8				
230406	アイテム大戦・Hard９	Item War - Hard 9	道具大战·Hard9	道具大戰‧Hard9				
230407	アイテム大戦・Very Hard７	Item War - Very Hard 7	道具大战·Very Hard7	道具大戰‧Very Hard7				
230408	アイテム大戦・Very Hard８	Item War - Very Hard 8	道具大战·Very Hard8	道具大戰‧Very Hard8				
230409	アイテム大戦・Very Hard９	Item War - Very Hard 9	道具大战·Very Hard9	道具大戰‧Very Hard9				
230410	アイテム大戦・EX７	Item War - EX7	道具大战·EX7	道具大戰‧EX7				
230411	アイテム大戦・EX８	Item War - EX8	道具大战·EX8	道具大戰‧EX8				
230412	アイテム大戦・EX９	Item War - EX9	道具大战·EX9	道具大戰‧EX9				
250601	【1時限目】高火力攻撃試験	[1st Period] Heavy Firepower Exam	【第1节课】高火力攻击考试	【第1節】高火力攻擊考試	ボスはHPが減ると自身のHPを回復する！\n大ダメージで一気に倒し、高スコアを獲得しよう！	The boss will recover its own HP when its health decreases! Deal massive damage all at once to earn a high score!	头目会在HP减少后恢复自身HP！\n造成巨大伤害，一口气打倒头目，获得更高积分吧！	頭目的HP減少時將回復自身HP！\n以大幅傷害一口氣擊倒來取得高分吧！
250602	【2時限目】高速撃破試験＋	[2nd Period] High-Speed Combat Exam+	【第2节课】高速歼敌考试+	【第2節】高速擊破考試＋	ボスはブレイクすると、受けるダメージが大きく上昇！\n少ないターン数のクリアで高スコアを獲得しよう！	The boss takes extra damage when stunned! Earn a high score by clearing the challenge in as few turns as possible!	头目破防后，所受伤害会大幅提升！\n用较少回合数通关，获得更高积分吧！	頭目破防後所受傷害會大幅上升！\n以低回合數通關來取得高分吧！
250603	【3時限目】耐久撃破試験	[3rd Period] Endurance Combat Exam	【第3节课】耐久歼敌考试	【第3節】耐久擊破考試	ボスは行動するたびに素早さが上がるので要注意！\n味方高HP状態のクリアで高スコアを獲得しよう！	Be careful! The boss will increase its speed with every turn! Earn a high score by clearing the challenge while keeping all your allies' HP as high as possible!	头目每次行动时敏捷都会提升，千万要注意！\n在我方高HP状态下通关，获得更高积分吧！	頭目每次行動時敏捷都會上升，要多加注意！\n保持我方高HP狀態通關來取得高分吧！
250604	【4時限目】高火力攻撃試験＋	[4th Period] Heavy Firepower Exam+	【第4节课】高火力攻击考试+	【第4節】高火力攻擊考試＋	ボスはブレイク中、受けるクリティカルダメージが上昇！\n大ダメージで高スコアを獲得しよう！	The boss takes extra critical damage while it is stunned! Deal as much damage as possible to earn a high score!	头目破防时，所受暴击伤害提升！\n造成大量伤害，获得更高积分吧！	頭目破防時，所受重擊傷害會上升！\n以大幅傷害擊倒來取得高分吧！
250605	【5時限目】高速撃破試験	[5th Period] High-Speed Combat Exam	【第5节课】高速歼敌考试	【第5節】高速擊破考試	ボスはブレイク中、受けるダメージが上昇！\n少ないターン数のクリアで高スコアを獲得しよう！	The boss takes extra damage while it is stunned! Earn a high score by clearing the challenge in as few turns as possible!	头目破防时，所受伤害提升！\n用较少回合数通关，获得更高积分吧！	頭目破防時，所受傷害會上升！\n以低回合數通關來取得高分吧！
250606	【6時限目】耐久撃破試験＋	[6th Period] Endurance Combat Exam+	【第6节课】耐久歼敌考试+	【第6節】耐久擊破考試＋	ボスはHPの高い相手から受けるダメージが上昇！\n味方高HP状態のクリアで高スコアを獲得しよう！	The boss takes extra damage from opponents with high HP! Earn a high score by clearing the challenge while keeping all your allies' HP as high as possible!	头目受到来自高HP对手的伤害提升！\n在我方高HP状态下通关，获得更高积分吧！	頭目受到HP較高的對象攻擊時，所受傷害會上升！\n保持我方高HP狀態通關來取得高分吧！
250607	【7時限目】高火力攻撃試験	[7th Period] Heavy Firepower Exam	【第7节课】高火力攻击考试	【第7節】高火力攻擊考試	敵は毒攻撃を多用してくるので要注意！\n大ダメージで高スコアを獲得しよう！	The enemies will use poisonous attacks frequently, so be careful! Deal as much damage as possible to earn a high score!	敌人会常发动中毒攻击，千万要注意！\n造成大量伤害，获得更高积分吧！	敵人擅長中毒攻擊，要多加注意！\n以大幅傷害擊倒來取得高分吧！
250608	【8時限目】高速撃破試験＋	[8th Period] High-Speed Combat Exam+	【第8节课】高速歼敌考试+	【第8節】高速擊破考試＋	撃破時に仲間を回復する敵が多数登場するので要注意！\n少ないターン数のクリアで高スコアを獲得しよう！	Careful! Multiple enemies that heal their allies when defeated will appear in this battle! Earn a high score by clearing the challenge in as few turns as possible!	击败时会为友方恢复的敌人将大量出现，千万要注意！\n用较少回合数通关，获得更高积分吧！	被擊破時會回復夥伴的敵人大量登場，要多加注意！\n以低回合數通關來取得高分吧！
250609	【9時限目】耐久撃破試験	[9th Period] Endurance Combat Exam	【第9节课】耐久歼敌考试	【第9節】耐久擊破考試	ボスはHPの高い相手から受けるダメージが上昇！\n味方高HP状態のクリアで高スコアを獲得しよう！	The boss takes extra damage from opponents with high HP! Earn a high score by clearing the challenge while keeping all your allies' HP as high as possible!	头目受到来自高HP对手的伤害提升！\n在我方高HP状态下通关，获得更高积分吧！	頭目受到HP較高的對象攻擊時，所受傷害會上升！\n保持我方高HP狀態通關來取得高分吧！
250610	【10時限目】最終試験	[10th Period] Final Exam	【第10节课】最终考试	【第10節】最終考試	行動するたびに素早くなる敵と一撃が強力な敵が\nボスとして登場！大ダメージで高スコアを獲得しよう！	Enemies that get faster with every turn as well as enemies with powerful attacks will appear as bosses! Deal as much damage as possible to earn a high score!	每次行动时速度变快的敌人和释放强力一击的敌人\n会作为头目登场！造成大量伤害，获得更高积分吧！	每次行動時都會速度變快的敵人與一擊強大的敵人\n將作為頭目登場！以大幅傷害擊倒來取得高分吧！
260401	レスレリ学園 第1弾・１	Resleriana Academy Part 1 - 1	蕾斯莱莉娅娜学园 第1弹·1	蕾斯萊莉婭娜學園 第1彈‧1				
260402	レスレリ学園 第1弾・２	Resleriana Academy Part 1 - 2	蕾斯莱莉娅娜学园 第1弹·2	蕾斯萊莉婭娜學園 第1彈‧2				
260403	レスレリ学園 第1弾・３	Resleriana Academy Part 1 - 3	蕾斯莱莉娅娜学园 第1弹·3	蕾斯萊莉婭娜學園 第1彈‧3				
260404	レスレリ学園 第1弾・４	Resleriana Academy Part 1 - 4	蕾斯莱莉娅娜学园 第1弹·4	蕾斯萊莉婭娜學園 第1彈‧4				
260405	レスレリ学園 第1弾・５	Resleriana Academy Part 1 - 5	蕾斯莱莉娅娜学园 第1弹·5	蕾斯萊莉婭娜學園 第1彈‧5				
260406	レスレリ学園 第1弾・６	Resleriana Academy Part 1 - 6	蕾斯莱莉娅娜学园 第1弹·6	蕾斯萊莉婭娜學園 第1彈‧6				
260407	レスレリ学園 第1弾・７	Resleriana Academy Part 1 - 7	蕾斯莱莉娅娜学园 第1弹·7	蕾斯萊莉婭娜學園 第1彈‧7				
260408	レスレリ学園 第1弾・８	Resleriana Academy Part 1 - 8	蕾斯莱莉娅娜学园 第1弹·8	蕾斯萊莉婭娜學園 第1彈‧8				
260409	レスレリ学園 第1弾・９	Resleriana Academy Part 1 - 9	蕾斯莱莉娅娜学园 第1弹·9	蕾斯萊莉婭娜學園 第1彈‧9				
260410	レスレリ学園 第1弾・１０	Resleriana Academy Part 1 - 10	蕾斯莱莉娅娜学园 第1弹·10	蕾斯萊莉婭娜學園 第1彈‧10				
260411	レスレリ学園 第1弾・１１	Resleriana Academy Part 1 - 11	蕾斯莱莉娅娜学园 第1弹·11	蕾斯萊莉婭娜學園 第1彈‧11				
260412	レスレリ学園 第1弾・１２	Resleriana Academy Part 1 - 12	蕾斯莱莉娅娜学园 第1弹·12	蕾斯萊莉婭娜學園 第1彈‧12				
260501	レスレリ学園 第1弾EX１	Resleriana Academy Part 1 EX1	蕾斯莱莉娅娜学园 第1弹EX1	蕾斯萊莉婭娜學園 第1彈EX1				
260502	レスレリ学園 第1弾EX２	Resleriana Academy Part 1 EX2	蕾斯莱莉娅娜学园 第1弹EX2	蕾斯萊莉婭娜學園 第1彈EX2				
260503	レスレリ学園 第1弾EX３	Resleriana Academy Part 1 EX3	蕾斯莱莉娅娜学园 第1弹EX3	蕾斯萊莉婭娜學園 第1彈EX3				
301001	物語の始まり	The Story Begins	故事的开始	故事的開始				
301002	仲間と共に、魔王討伐へ！	Take the Fight to the Demon King!	组队讨伐魔王！	和夥伴一同去討伐魔王！				
301003	レスナの夢	Resna's Dream	蕾斯娜的梦想	蕾斯娜的夢想				
301004	助けてあげよう！	Let's Help Out!	出手相助吧！	我來幫忙吧！				
301005	メルル姫の導き	Lady Meruru's Guidance	梅露露公主的指引	梅露露公主的指引				
301006	好敵手ヴァレリア	Valeria, the Worthy Opponent	劲敌瓦莱莉娅	好對手瓦萊莉婭				
301007	幻星花の蜜を探して	Finding Dream Blossom Nectar	寻找幻星花蜜	尋找幻星花之蜜				
301008	湿地での攻防・１	Melee in the Marsh - 1	湿地攻防战·1	在濕地攻防‧1				
301009	道のりはまだ遠く	The Road is Still Long	前路漫漫	路途尚遠				
301010	霧の中で	In the Fog	在雾中	迷霧之中				
