id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
607	パーティの切り替え	Swapping Parties	切换队伍	切換隊伍	通常クエスト・ダンジョン共に10パーティまで切り替え可能です。\n右上のタブをタップすることで、パーティの切り替えができます。	You can swap between 10 different party setups for normal quests and dungeons. You can switch parties by tapping the tabs on the top right of the screen.	普通挑战和迷宫均可在最多10支队伍之间切换。\n点击右上的页签即可切换队伍。	普通挑戰及迷宮都最多可切換10個隊伍。\n點擊右上方的分頁，就能切換隊伍。
701	キャラ一覧	Character List	角色一览	角色一覽	ここでは、詳細情報の確認や育成・装備を行うことができます。	Here, you can check character information, level them up through Training, as well as change their equipment.	在这里可以查看详情，以及进行育成和装备调整。	在這裡可以查看詳情，或是進行育成和裝備。
801	キャラ育成	Training Characters	育成角色	角色育成	育成タブではキャラの各種ステータスの確認や、\nレベルアップ、覚醒ができます。	The Training tab allows you to check the stats of each character, as well as level them up or Awaken them.	在育成页面可以查看角色的各种状态，\n或升级、觉醒角色。	在育成分頁中可查看角色的各種狀態，\n或是進行升級和覺醒。
802	キャラのレベルアップ	Leveling Up Characters	角色升级	角色等級上升	キャラをレベルアップさせるには、経験の飴とコールが必要です。\nレベルアップ画面では、所持している経験の飴を選択して\nキャラをレベルアップすることができます。	To level up a character, you need Cole and Experience Candy. On the Level Up screen, you can select Experience Candies to level up the character of your choice.	升级角色需要经验糖果和克尔。\n在升级界面，可以选择持有的经验糖果给角色升级。	想讓角色的等級上升，需要經驗糖果及克隆。\n在升級畫面中選擇持有的經驗糖果，\n即可使角色升級。
803	キャラの覚醒方法	How to Awaken Characters	如何觉醒角色	角色的覺醒方法	キャラのピースを一定数使用すると「覚醒」ができます。\n覚醒段階に応じて、ステータスの上昇やアビリティ解放、\nバーストスキルのレベル上昇といった恩恵を受けることができます。	You can Awaken a character by using a certain amount of that character's Pieces. Awakening has several benefits, such as raising character stats, unlocking abilities, and leveling up their burst skill.	使用一定数量的角色碎片可以“觉醒”角色。\n根据觉醒的阶段，可以获得相应收益，\n例如状态提升、能力解锁、爆发技能等级提升等。	使用一定數量的角色碎片，便能進行「覺醒」。\n根據覺醒階段的不同，可以得到狀態提升、能力解鎖，\n或爆發技能升級等好處。
804	キャラの育成リセット	Character Training Reset	角色育成初始化	重置角色的育成狀況	回帰の秘薬を使用し、育成状況を一部リセットすることで、\nそれまでの育成状況に応じて、アイテムを獲得できます。\n※リセットを行うとミッションやレシピ発想の進行度に影響します。	By using an Elixir of Return and partially resetting your character's training, you can gain items based on the progress made so far.\nNote: Resetting will affect the progress of missions and recipes.	使用回归秘药初始化部分育成状况后，可根据当前的育成状况获得道具。※初始化会影响任务和构思配方的进度。	使用回歸的秘藥來重置部分育成狀況，\n即可依據先前的育成狀況，獲得道具。\n※一旦重置將影響任務及構思配方的進度。
805	レベルのみリセット	Reset Level Only	仅初始化等级	僅重置等級	「レベルのみリセット」にチェックを入れた状態でリセットを行うと\nボードの解放状況はそのままの状態で、\nレベルの育成状況のみをリセットすることが可能です。	Selecting the Reset Level Only option allows you to reset level progression while keeping the board unlock status unchanged.	若初始化时勾选“仅初始化等级”，\n则能够不改变星图的解锁状况，\n只初始化等级的育成状况。	若重置時勾選「僅重置等級」，\n即可在不變更星圖解鎖狀況的狀態下，\n重置等級育成狀況。
806	キャラのレベル上限解放	Unlock Character Level Limit	解锁角色等级上限	解鎖角色等級上限	希望の粒や希望の果実を使用し、レベル上限を解放できます。\nこの強化は育成リセットしても取り消されず、使用したアイテムも\n返還されません。	Use Shards of Hope or Fruit of Hope to unlock a character's level limit. This enhancement cannot be reset, even if you reset the character's training, and the items used for this purpose cannot be returned.	※使用“希望果粒”和“希望果实”可以解锁等级上限。\n强化后无法使用育成初始化取消，\n也无法返还已使用的道具。	可使用希望粒子或希望果實解鎖等級上限。\n此強化即使進行育成重置也無法取消，\n使用過的道具亦不會歸還。
901	装備	Equipment	装备	裝備	装備タブでは、現在装備しているメモリアや装備アイテムの確認、\n入れ替えをすることができます。	On the Equipment tab, you can check and swap your characters' equipment and Memoria.	在装备页面可以查看和更换\n当前装备的回忆和装备道具。	在裝備分頁中，\n可查看或替換現在裝備的回憶和裝備道具。
902	一括装備と解除	Equip All/Remove	一键装备和卸下	一次裝備與卸除	「一括装備」は現在所持しているメモリア、装備アイテムを\n自動で選んで装備する機能です。\n「外す」は装備中のメモリア、装備アイテムをすべて外す機能です。	Equip All allows you to automatically select equipment and Memoria from those you currently possess. The Remove function will remove all the equipment and Memoria that you currently have equipped.	使用“一键装备”功能，\n可以从当前持有的回忆和装备道具中自动选择并装备。\n“卸下”则可卸除当前装备的所有回忆和装备道具。	「一次裝備」是自動選擇並裝備現在所持有的回憶\n及裝備道具的功能。\n「卸除」則是把裝備中的回憶及裝備道具全部卸除的功能。
903	メモリアによるステータス上昇	Improving Stats with Memorias	回忆提升状态	回憶所賦予的狀態提升效果	メモリアを装備すると、キャラのステータスが上昇します。\n上昇するステータスはメモリアごとに異なり、\nメモリアのレベルによって変化します。	Equipping a Memoria to a character will raise their stats. Different Memoria will raise different stats, and leveling a Memoria will alter the bonuses it gives.	装备回忆可以提升角色的状态。\n提升的状态因回忆而异，\n也会根据回忆的等级有所变化。	裝備回憶後，將會提升角色的狀態。\n提升的狀態因回憶而異，\n也會根據回憶的等級而有所不同。
904	メモリアによるアビリティ付与	Obtaining Abilities with Memorias	回忆赋予能力	回憶所賦予的能力	各メモリアは「アビリティ」を持っています。\nキャラのロールや得意属性を見て適切なメモリアを装備しましょう。	Each Memoria has an associated ability. Keep each character's role and attribute affinities in mind when choosing which Memoria to equip.	每个回忆都拥有“能力”。\n依据角色的职种和擅长属性，装备合适的回忆吧。	每個回憶都具有「能力」。\n依照角色的職種和擅長的屬性來裝備適合的回憶吧。
905	装備アイテム	Equipment	装备道具	裝備道具	装備アイテムは、「武器」「防具」「装飾品」の3種類があり、\nそれぞれ1個ずつ装備させることができます。	Characters can equip 1 of each of the 3 types of equipment: weapons, armor, and accessories.	装备道具分为“武器”“防具”“装饰品”3种，\n每种分别可以装备1件。	裝備道具分為「武器」、「防具」及「裝飾品」3種，\n每種可裝備1個。
906	装備アイテムの効果	Equipped Item Effects	装备道具的效果	裝備道具效果	装備アイテムを装備すると、キャラのステータスが上昇します。\nまた、持っている「効果」「特性」を付与することができます。\nキャラのロールや得意属性を見て適切に装備しましょう。	Equipping items increases a character's stats and gives them access to their traits and effects. Keep character roles and attribute affinities in mind when choosing the most appropriate items.	装备装备道具可以提升角色的状态，\n还可以赋予角色该道具所具有的“效果”和“特性”。\n依据角色的职种和擅长属性，装备合适的装备道具吧。	一旦裝備了裝備道具，就會提升角色的狀態。\n此外，亦能賦予裝備道具所具有的「效果」和「特性」。\n依照角色的職種與擅長的屬性來裝備適合的裝備道具吧。
907	おすすめ表示	Display Recommended	显示推荐	顯示推薦	おすすめ表示のチェックボックスをタップすると、\n現在選択しているキャラに適合する装備品やメモリアのみが\n表示されるようになります。	Tap the Recommended checkbox to display only the equipment and Memoria that are suitable for the currently selected character.	勾选显示推荐后，\n将只显示适合当前所选角色的装备和回忆。	點擊顯示推薦的核取方塊後，\n就能查看適合目前所選角色的\n裝備或回憶。
908	キャラ装備とパーティ装備	Character Equipment and Party Equipment	角色装备与队伍装备	角色裝備和隊伍裝備	ここで装備した装備アイテムは、キャラをパーティに編成した際に\n適用されます。\nキャラに合う装備をセットしておきましょう。	The equipment you set here will be equipped when the character is added to the party lineup. Make sure to set equipment that suits the character.	在这里装备的装备道具，会同步到队伍编成时的角色身上。\n建议预先设置适合角色的装备。	在這裡裝備的裝備道具適用於\n將角色編入隊伍時。\n事先設定好適合角色的裝備吧。
1001	グロウボード	Growboards	成长星图	成長星圖	ボードタブでは、パネルを解放してキャラを強化できます。	On the Board tab, you can enhance characters by unlocking their panels.	在星图页面，可以解锁面板，从而强化角色。	在星圖分頁，可以解鎖面板來強化角色。
1002	グロウボード・パネルの解放	Growboards - Unlocking Panels	成长星图：解锁面板	解鎖成長星圖的面板	パネルを解放することで、ステータスの上昇や\nスキルのレベルアップ、レベル上限の上昇などを行えます。\nパネルの解放には光玉とコールが必要です。	By unlocking panels, you can increase character stats, level up their skills, and increase their maximum level. Cole and Glowing Orbs are required to unlock panels.	通过解锁面板，\n可以提升状态、升级技能、提升等级上限等。\n解锁面板需要光玉和克尔。	透過解鎖面板，可以提升狀態、\n使技能等級上升或提升等級上限。\n若要解鎖面板，需要光玉和克隆。
1003	グロウボード・ボードの解放	Growboards - Unlocking Boards	成长星图：解锁星图	解鎖成長星圖的星圖	ボードに表示された全てのパネルを解放することで、\n次のボードに進むことができます。\nボードはストーリーを進めることで増やしていくことができます。	Once you've unlocked all the panels on a board, you'll be able to move to the next board. Boards are added as you progress through the main story.	解锁星图中显示的所有面板之后，\n可以前往下一张星图。\n通过推进故事，可以增加星图。	將星圖上顯示的面板全部解鎖，\n才可前進到下一個星圖。\n星圖會隨著故事發展而逐漸增加。
1004	光玉の集め方	Collecting Glowing Orbs	如何收集光玉	如何蒐集光玉	パネルの解放に必要な光玉は、育成クエストの\n「光玉クエスト」をクリアすることで獲得できます。\nまた、調合時に獲得することもあります。	The Glowing Orbs needed to unlock panels can be acquired by going on the Glowing Orb Quests that you can find listed under Training Quests. You can also gain Glowing Orbs during synthesis.	解锁面板所需的光玉，可以通过通关\n育成挑战“光玉挑战”来获得。	只要通關育成挑戰「光玉挑戰」，\n就能獲得解鎖面板所需的光玉。\n此外，也可在調合時獲得。
1005	EXボードについて	About EX Boards	关于EX星图	關於EX星圖	EXボードは「聖玉」を使用して解放することができます。\n解放することでEXボード内のパネル解放ができるようになります。\n「聖玉」は貴重な素材なので、慎重に使用しましょう。	You can unlock a character's EX Board using Sacred Orbs. Once you unlock an EX Board, you can begin to unlock panels on the board. Sacred Orbs are rare materials, so use them with care.	EX星图可以使用“圣玉”解锁。\n解锁后将可以解锁EX星图中的面板。\n“圣玉”是十分珍贵的素材，请斟酌使用。	EX星圖可使用「聖玉」解鎖。\n解鎖後，就能解鎖EX星圖內的面板。\n「聖玉」是相當貴重的素材，請謹慎使用。
1101	メモリア一覧	Memoria List	回忆一览	回憶一覽	ここでは、現在所持しているメモリアを確認できます。\n任意のメモリアをタップすることで詳細画面が表示されます。	Here you can check the Memoria that you currently own. Tap on a Memoria to see its details.	在这里可以查看当前持有的回忆。\n点击任意回忆，就会显示详情界面。	在這裡可以查看目前持有的回憶。\n點擊任意回憶將能顯示詳情畫面。
1102	メモリア詳細画面	Memoria Detail Screen	回忆详情界面	回憶詳情畫面	詳細画面では、メモリアの持つステータスやアビリティの確認や\nレベルアップ・解放ができます。	On the Details screen you can check the stats and abilities of a Memoria. You can also level up and unlock it.	在详情界面可以查看回忆的状态和能力，\n以及升级和解锁回忆。	在詳情畫面中，可以查看回憶所擁有的狀態和能力，\n或是進行升級與解鎖。
1103	メモリアのレベルアップ	Leveling Up Memoria	升级回忆	回憶等級上升	メモリアをレベルアップさせるには、強化素材とコールが必要です。\nレベルアップ画面では、所持している強化の雫やメモリアを選択して\nメモリアをレベルアップすることができます。	To level up a Memoria, you need Cole and power up materials. On the Level Up screen, you can select Power Up Dew and other Memoria to increase the level of the selected Memoria.	升级回忆需要强化素材和克尔。\n在升级界面，可以选择持有的强化之露和回忆，\n给回忆升级。	想讓回憶的等級上升，需要強化素材及克隆。\n在升級畫面中選擇持有的強化之露和回憶，\n即可使回憶升級。
1104	強化の雫の集め方	Collecting Power Up Dew	如何收集强化之露	如何蒐集強化之露	強化の雫は、育成クエストの\n「強化の雫クエスト」をクリアすることにより獲得できます。	You can obtain Power Up Dew by completing Power Up Dew Quests, which you can find under Training Quests.	强化之露可以通过通关\n育成挑战“强化之露挑战”来获得。	強化之露可以透過通關育成挑戰\n「強化之露挑戰」來獲得。
1105	メモリアの解放	Unlocking Memoria	解锁回忆	解鎖回憶	同名のメモリアを消費すると「解放」ができます。\n解放することでメモリアが持つアビリティが強化されます。	You can unlock Memoria by consuming Memorias with the same name. Unlocking Memoria enhances their abilities.	消耗同名的回忆可以“解锁”回忆。\n解锁后，回忆的能力会得到强化。	消耗同名的回憶就能「解鎖」。\n解鎖之後，會強化回憶所擁有的能力。
1201	スコアバトル	Score Battles	积分战斗	積分戰	獲得したスコアが良いほど報酬が豪華になるコンテンツです。\nバトル中の行動に基づきスコアが算出されます。	The rewards you receive improve based on your score. Your score is calculated based on the actions you take during battles.	在积分战斗中，获得的积分越高，报酬就越丰富。\n积分依据战斗中的行动计算得出。	在此內容中，獲得的積分越高，報酬就越豪華。\n積分會根據戰鬥中的行動來計算。
1202	ランクと報酬	Ranks and Rewards	评级和报酬	級別與報酬	リザルト画面では評価項目とそのスコアが表示されます。\n獲得したスコアによりRANKが決定し、\nRANKに応じた報酬を獲得できます。	On the Results screen, you can see which items you were graded on and their score. You will be ranked based on your score, with higher rankings giving better rewards.	在结果界面会显示评价项目和积分。\n根据积分确定RANK后，\n可以获得RANK对应的报酬。	在結果畫面會顯示評價項目與其積分。\n獲得的積分將會決定RANK，\n並根據RANK獲得相應的報酬。
1203	ランクと報酬	Ranks and Rewards	评级和报酬	級別與報酬	一度クリアしたスコアバトルはスキップすることができます。\nスキップすると、過去達成した最大RANKの報酬が手に入ります。	When you perform Swift Hunt in a Score Battle, you will automatically receive the highest rank you previously earned for that battle.	已通关的积分战斗可以跳过。\n跳过战斗后将获得曾经达到的最高RANK的报酬。	曾經通關的積分戰可以跳過。\n跳過之後，會得到過去最高RANK的報酬。
1401	ダンジョン	Dungeons	迷宫	迷宮	スタミナを消費することでダンジョン探索ができるコンテンツです。\nダンジョンでは敵と複数回戦い、HPなどを引き継ぎ戦います。\n採取できる素材や敵の強さは難易度により変化します。	You will need to spend stamina to explore dungeons. In dungeons, you will fight different enemies in multiple battles, with your HP carrying over each battle. The strength of enemies and materials you can obtain will vary depending on the difficulty level.	通过消耗体力即可探索迷宫。\n在迷宫中会与敌人发生数次战斗，战斗后HP等状态会继承至下一次战斗。\n可采集的素材和敌人的强度随难度变化。	在此內容中，可透過消耗精力來探索迷宮。\n在迷宮中會與敵人多次戰鬥，並在戰鬥中繼承HP等數值。\n可採集的素材和敵人的強度會依難度而異。
1402	ダンジョン：基本操作	Dungeons: Basic Controls	迷宫：基础操作	迷宮：基本操作	右へスワイプ：前に進む\n左へスワイプ：後ろに戻る\n画面右上のオートボタンをタップすることで自動で移動します。	Swipe Right: Move forward. Swipe Left: Go back. Tap the auto button on the top right of the screen to move automatically.	向右滑动：前进\n向左滑动：后退\n点击界面右上方的自动按钮可以自动移动。	往右滑：前進\n往左滑：後退\n點擊畫面右上方的自動按鈕，就能自動移動。
1403	ダンジョン：プラス効果	Dungeons: Positive Effects	迷宫：正面效果	迷宮：加強效果	ダンジョンでは3つの「恩恵」が付与されます。\n「恩恵」はその探索中のバトルで効果を発揮します。\n「恩恵」を駆使して、ダンジョンでのバトルを有利に進めましょう。	Each dungeon has three Blessings. A Blessing will give you its indicated effect that can turn battles in your favor as you progress through dungeons.	迷宫中可以获得3个“恩惠”。\n“恩惠”可以在当前探索期间的战斗中发挥效果。\n利用“恩惠”，让迷宫中的战斗变得更轻松吧。	在迷宮中會被賦予3個「恩惠」。\n「恩惠」將在該次探索中的戰鬥發揮效果。\n運用「恩惠」，讓自己在迷宮中戰鬥更有優勢吧。
1404	ダンジョン：採取	Dungeons: Gathering	迷宫：采集	迷宮：採集	ダンジョンの中には「採取ポイント」があります。\n採取道具のアイコンをタップすることで、\n調合素材を集めることができます。	You will find Gathering Points in dungeons. Tap the Gathering Tool icon to gather synthesis materials.	迷宫中存在“采集点”，\n点击采集道具的图标，即可采集调合素材。	在迷宮裡會出現「採集點」。\n只要點擊採集道具的圖示，\n就能蒐集調合素材。
1405	ダンジョン：バトル	Dungeons: Battles	迷宫：战斗	迷宮：戰鬥	ダンジョンを進んでいると、敵と遭遇することがあります。\n敵を倒すとさらに奥に進めるようになります。	You will encounter enemies while moving through a dungeon. You will need to defeat them to progress further.	探索迷宫时可能会遭遇敌人。\n打倒敌人之后可以进入更深处。	在迷宮裡前進時，可能會遇到敵人。\n只要打倒敵人，就能繼續往深處前進。
1406	ダンジョン：ボス	Dungeons: Bosses	迷宫：头目	迷宮：頭目	ダンジョンの最奥には、出口を阻むボスが登場します。\nボスを撃破するとダンジョンクリアです。	At the end of each dungeon, a boss guards the exit. You must defeat the boss to clear the dungeon.	迷宫的最深处会出现堵住出口的头目。\n击败头目即可通关迷宫。	在迷宮的最深處，會出現擋住出口的頭目。\n打倒頭目就能通關迷宮。
1407	ダンジョンの高速採取	Dungeon Swift Gather	迷宫的高速采集	迷宮的高速採集	一度クリアしたダンジョンについては「高速採取」が解放されます。\n高速採取はスタミナを消費することで、\nダンジョン内を探索せずとも報酬を獲得することができる機能です。	Clearing a dungeon will unlock the Swift Gather feature. This allows you to spend stamina to collect rewards from the dungeon without having to explore it manually.	通关过一次的迷宫将解锁“高速采集”功能。\n高速采集将会消耗体力，\n但可以不探索迷宫直接获得报酬。	曾經通關的迷宮，「高速採集」將會被解鎖。\n高速採集是一種透過消耗精力，\n無須探索迷宮就能獲得報酬的功能。
1601	四元の塔	The Elemental Tower	四元之塔	四元之塔	1階から始まり、バトルに勝利すると次のフロアが解放されます。\n階層が高くなるほど強力な敵が登場します。\nスタミナを消費せず何度でも挑戦できます。	Start on the 1st floor and work your way up by clearing battles. Higher floors have stronger enemies. You can take this challenge as many times as you want, without spending stamina.	从第1层开始，战斗胜利后将会开放下一楼层。\n楼层越高，登场的敌人越强。\n无需消耗体力，可以不限次数重复挑战。	從1樓開始，每當戰鬥勝利就會解鎖下一個樓層。\n樓層越高，登場的敵人就越強大。\n不必消耗精力，可以盡情挑戰。
1602	フロア効果	Floor Effects	楼层效果	樓層效果	各階層ではバトルの際にさまざまな効果を与える\n「フロア効果」が発動しています。\nフロア効果は階層ごとに異なり、バトル中も効果の確認は可能です。	Each floor has various Floor Effects that will be active during battles on that floor. Each floor is different, and you can check the current effects during battle.	各楼层所具有的“楼层效果”会在战斗时赋予各种效果。\n各楼层的楼层效果不尽相同，在战斗中也可以查看效果。	在各樓層，戰鬥時會發動賦予各種效果的\n「樓層效果」。樓層效果會因樓層而異，\n在戰鬥中也可以查看效果。
1603	クリア報酬	Clear Rewards	通关报酬	通關報酬	四元の塔ではクリア報酬として「星導石」や「聖玉」など\n希少なアイテムを入手することができます。\n高階層に行けば行くほど報酬も豪華になります。	You can obtain rare items such as Lodestar Gems and Sacred Orbs when you clear floors in the Elemental Tower. The higher you go, the better the rewards.	通关四元之塔，\n可以获得“星导石”“圣玉”等稀有道具。\n楼层越高，报酬也越丰富。	在四元之塔可以獲得「星導石」或「聖玉」等\n稀有道具作為通關報酬。\n前往樓層越高，報酬也會越豐厚。
1701	育成クエスト	Training Quests	育成挑战	育成挑戰	「育成クエスト」では、キャラやメモリアの強化に役立つ\nさまざまな素材を獲得することができます。	Training Quests reward you with various materials that will help strengthen your characters and Memoria.	通过“育成挑战”可以获得各种素材，\n用于角色和回忆的强化。	在「育成挑戰」可以獲得\n用於強化角色與回憶的各種素材。
1702	バトルミッション	Battle Missions	战斗任务	戰鬥任務	育成クエストにはそれぞれバトルミッションが設けられています。\nすべてのミッションを達成するとスキップが可能になります。	Each Training Quest involves various battle missions. After clearing all of the missions one time, you will be able to skip them.	各个育成挑战中设有战斗任务。\n完成所有任务后，即可解锁跳过功能。	育成挑戰中分別設置了不同的戰鬥任務。\n只要達成所有任務，之後即可跳過。
1703	デイリーボーナス	Daily Bonuses	日常奖励	每日獎勵	ピースクエストを除く各育成クエストで、\n1日3回までのデイリーボーナスが発生します。\nデイリーボーナスが発生している場合、獲得報酬が増加します。	All Training Quests other than Piece Quests give daily bonuses up to 3 times a day. Daily bonuses increase the rewards that you get from each quest.	除碎片挑战外的每个育成挑战中，\n每天会发生最多3次日常奖励。\n发生日常奖励时，获得的报酬会增加。	除了碎片挑戰以外的各個育成挑戰，\n1天會出現最多3次的每日獎勵。\n當出現每日獎勵時，可獲得的報酬將會增加。
1801	コールクエスト	Cole Quests	克尔挑战	克隆挑戰	キャラの強化や研究などで必要な「コール」を\n大量に獲得することができるクエストです。	These quests give large amounts of Cole, which is used to enhance characters and conduct research.	在挑战中可以获得大量“克尔”，\n用于角色强化和研究。	在此挑戰中，能夠大量獲得\n強化或研究角色所需要的「克隆」。
1901	経験値クエスト	EXP Quests	经验值挑战	經驗值挑戰	クリアすることで多めにキャラ経験値を獲得できるクエストです。	These quests give large amounts of experience to your characters when you clear them.	通关挑战，能获得大量的角色经验值。	只要通關此挑戰，就能獲得較多角色經驗值。
2001	強化の雫クエスト	Power Up Dew Quests	强化之露挑战	強化之露挑戰	クリアすることでメモリアのレベルアップに必要な「強化の雫」を\n獲得することができるクエストです。	These quests reward you with Power Up Dew, which is required to level up Memorias.	通关挑战，可以获得回忆升级所需的“强化之露”。	只要通關此挑戰，就能獲得\n使回憶升級所需的「強化之露」。
2101	光玉クエスト	Glowing Orb Quests	光玉挑战	光玉挑戰	グロウボード強化に必要な「光玉」を獲得できるクエストです。	These quests reward you with Glowing Orbs, which you will need to power up Growboards.	通关挑战，可以获得强化成长星图所需的“光玉”。	在此挑戰中，能獲得強化成長星圖所需的「光玉」。
