id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
31879	創世の槌	Genesis Hammer	创世之槌	創世之槌	現在HPが最も高い敵1体に打属性ダメージ	Deals Strike damage to the enemy with the highest HP.	对当前HP最多的1名敌人造成打击属性伤害。	對目前敵方HP最高的1名造成打屬性傷害。
31880	リュミエールランス	Luminous Lance	光之枪	光之槍	現在HPが最も低い敵1体に突属性ダメージ	Deals Stab damage to the enemy with the lowest current HP.	对当前HP最少的1名敌人造成突刺属性伤害。	對目前敵方HP最低的1名造成突屬性傷害。
31881	リュミエールランス	Luminous Lance	光之枪	光之槍	現在HPが最も低い敵1体に突属性ダメージ	Deals Stab damage to the enemy with the lowest current HP.	对当前HP最少的1名敌人造成突刺属性伤害。	對目前敵方HP最低的1名造成突屬性傷害。
31882	レーツェルフト	Ratsel Luft	龙卷结晶	神秘之息	現在HPが最も高い敵1体に風属性ダメージ	Deals Air damage to the enemy with the highest current HP.	对当前HP最多的1名敌人造成风属性伤害。	對目前敵方HP最高的1名造成風屬性傷害。
31883	レーツェルフト	Ratsel Luft	龙卷结晶	神秘之息	現在HPが最も高い敵1体に風属性ダメージ	Deals Air damage to the enemy with the highest current HP.	对当前HP最多的1名敌人造成风属性伤害。	對目前敵方HP最高的1名造成風屬性傷害。
31884	クライトレヘルン	Kleid Ice Bomb	礼服冰精	禮服冰精	現在HPが最も低い敵1体に氷属性ダメージ	Deals Ice damage to the enemy with the lowest current HP.	对当前HP最少的1名敌人造成冰属性伤害。	對目前敵方HP最低的1名造成冰屬性傷害。
31885	クライトレヘルン	Kleid Ice Bomb	礼服冰精	禮服冰精	現在HPが最も低い敵1体に氷属性ダメージ	Deals Ice damage to the enemy with the lowest current HP.	对当前HP最少的1名敌人造成冰属性伤害。	對目前敵方HP最低的1名造成冰屬性傷害。
31886	シュトラプラジグ	Strahl Plajig	漫舞雷球	漫舞雷球	現在HPが最も低い敵1体に雷属性ダメージ	Deals Bolt damage to the enemy with the lowest current HP.	对当前HP最少的1名敌人造成雷属性伤害。	對目前敵方HP最低的1名造成雷屬性傷害。
31887	シュトラプラジグ	Strahl Plajig	漫舞雷球	漫舞雷球	現在HPが最も低い敵1体に雷属性ダメージ	Deals Bolt damage to the enemy with the lowest current HP.	对当前HP最少的1名敌人造成雷属性伤害。	對目前敵方HP最低的1名造成雷屬性傷害。
31888	生きてるゴミ箱	Living Trash Can	活着的垃圾桶	活著的垃圾桶	最大HPが最も高い敵1体に「打属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Strike resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“打击属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「打屬性耐性-{0}%」，直到受2次攻擊為止。
31889	生きてるゴミ箱	Living Trash Can	活着的垃圾桶	活著的垃圾桶	最大HPが最も高い敵1体に「打属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Strike resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“打击属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「打屬性耐性-{0}%」，直到受2次攻擊為止。
31890	かぼちゃドール	Pumpkin Doll	南瓜娃娃	南瓜娃娃	最大HPが最も高い敵1体に「突属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Stab resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“突刺属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「突屬性耐性-{0}%」，直到受2次攻擊為止。
31891	かぼちゃドール	Pumpkin Doll	南瓜娃娃	南瓜娃娃	最大HPが最も高い敵1体に「突属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Stab resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“突刺属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「突屬性耐性-{0}%」，直到受2次攻擊為止。
31892	イバラの抱擁	Thorny Embrace	苦难的拥抱	荊棘的擁抱	最大HPが最も高い敵1体に「風属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Air resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“风属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「風屬性耐性-{0}%」，直到受2次攻擊為止。
31893	イバラの抱擁	Thorny Embrace	苦难的拥抱	荊棘的擁抱	最大HPが最も高い敵1体に「風属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Air resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“风属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「風屬性耐性-{0}%」，直到受2次攻擊為止。
31894	氷びし	Ice Caltrop	冰菱	冰稜	最大HPが最も高い敵1体に「氷属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Ice resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“冰属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「冰屬性耐性-{0}%」，直到受2次攻擊為止。
31895	氷びし	Ice Caltrop	冰菱	冰稜	最大HPが最も高い敵1体に「氷属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Ice resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“冰属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「冰屬性耐性-{0}%」，直到受2次攻擊為止。
31896	ブリッツコア	Blitz Core	凝缩核	凝縮核	最大HPが最も高い敵1体に「雷属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Bolt resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“雷属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「雷屬性耐性-{0}%」，直到受2次攻擊為止。
31897	ブリッツコア	Blitz Core	凝缩核	凝縮核	最大HPが最も高い敵1体に「雷属性耐性-{0}%」を2回攻撃を受けるまで付与	Reduces Bolt resistance by {0}% of enemy with the highest max HP for 2 attacks.	赋予HP上限最高的1名敌人“雷属性耐性-{0}%”，受到2次攻击后失效。	賦予敵方HP最大值最高的1名「雷屬性耐性-{0}%」，直到受2次攻擊為止。
31898	肉体活性の粉末	Body Energy Powder	活化肉体粉末	活化肉體粉末	物攻が最も高い味方1人に「斬属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest P. ATK deals {0}% more Slash skill damage for 2 turns.	赋予物攻最高的1名我方“斩击属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方物攻最高的1人「斬屬性技能傷害+{0}%」，直到行動結束2次為止。
31899	肉体活性の粉末	Body Energy Powder	活化肉体粉末	活化肉體粉末	物攻が最も高い味方1人に「斬属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest P. ATK deals {0}% more Slash skill damage for 2 turns.	赋予物攻最高的1名我方“斩击属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方物攻最高的1人「斬屬性技能傷害+{0}%」，直到行動結束2次為止。
31900	剛力の塗り薬	Powerful Ointment	强力敷药	強力敷藥	物攻が最も高い味方1人に「打属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest P. ATK deals {0}% more Strike skill damage for 2 turns.	赋予物攻最高的1名我方“打击属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方物攻最高的1人「打屬性技能傷害+{0}%」，直到行動結束2次為止。
31901	剛力の塗り薬	Powerful Ointment	强力敷药	強力敷藥	物攻が最も高い味方1人に「打属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest P. ATK deals {0}% more Strike skill damage for 2 turns.	赋予物攻最高的1名我方“打击属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方物攻最高的1人「打屬性技能傷害+{0}%」，直到行動結束2次為止。
31902	トリトンのほら貝	Triton's Trumpet	特里同的法螺	特里同的法螺貝	物攻が最も高い味方1人に「突属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest P. ATK deals {0}% more Stab skill damage for 2 turns.	赋予物攻最高的1名我方“突刺属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方物攻最高的1人「突屬性技能傷害+{0}%」，直到行動結束2次為止。
31903	トリトンのほら貝	Triton's Trumpet	特里同的法螺	特里同的法螺貝	物攻が最も高い味方1人に「突属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest P. ATK deals {0}% more Stab skill damage for 2 turns.	赋予物攻最高的1名我方“突刺属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方物攻最高的1人「突屬性技能傷害+{0}%」，直到行動結束2次為止。
31904	風繰り車	Pinwheel	驭风风车	馭風風車	魔攻が最も高い味方1人に「風属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Air skill damage for 2 turns.	赋予魔攻最高的1名我方“风属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「風屬性技能傷害+{0}%」，直到行動結束2次為止。
31905	風繰り車	Pinwheel	驭风风车	馭風風車	魔攻が最も高い味方1人に「風属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Air skill damage for 2 turns.	赋予魔攻最高的1名我方“风属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「風屬性技能傷害+{0}%」，直到行動結束2次為止。
31906	シュネーシュトルム	Schnee Sturm	冰雪风暴	冰雪風暴	魔攻が最も高い味方1人に「氷属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Ice skill damage for 2 turns.	赋予魔攻最高的1名我方“冰属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「冰屬性技能傷害+{0}%」，直到行動結束2次為止。
31907	シュネーシュトルム	Schnee Sturm	冰雪风暴	冰雪風暴	魔攻が最も高い味方1人に「氷属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Ice skill damage for 2 turns.	赋予魔攻最高的1名我方“冰属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「冰屬性技能傷害+{0}%」，直到行動結束2次為止。
31908	雷の呼び鈴	Lightning Bell	呼雷铃	呼雷鈴	魔攻が最も高い味方1人に「雷属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Bolt skill damage for 2 turns.	赋予魔攻最高的1名我方“雷属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「雷屬性技能傷害+{0}%」，直到行動結束2次為止。
31909	雷の呼び鈴	Lightning Bell	呼雷铃	呼雷鈴	魔攻が最も高い味方1人に「雷属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Bolt skill damage for 2 turns.	赋予魔攻最高的1名我方“雷属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「雷屬性技能傷害+{0}%」，直到行動結束2次為止。
31910	レッドウォーパウダー	Red War Powder	怒血金创粉	怒血金創粉	魔攻が最も高い味方1人に「火属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Fire skill damage for 2 turns.	赋予魔攻最高的1名我方“火属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「火屬性技能傷害+{0}%」，直到行動結束2次為止。
31911	レッドウォーパウダー	Red War Powder	怒血金创粉	怒血金創粉	魔攻が最も高い味方1人に「火属性スキルダメージ+{0}%」を2回行動終了するまで付与	Ally with highest M. ATK deals {0}% more Fire skill damage for 2 turns.	赋予魔攻最高的1名我方“火属性技能伤害+{0}%”，2次行动结束后失效。	賦予我方魔攻最高的1人「火屬性技能傷害+{0}%」，直到行動結束2次為止。
31912	リストレア薬瓶	Restoration Bottle	里斯托莱阿药瓶	復癒藥瓶	HPが最も減っている味方1人のHPを50%回復	Restores 50% HP to the ally with the lowest HP.	恢复HP最低的1名我方50%的HP。	回復我方HP最低的1人HP50%。
31913	リストレア薬瓶	Restoration Bottle	里斯托莱阿药瓶	復癒藥瓶	HPが最も減っている味方1人のHPを30%回復	Restores 30% HP to the ally with the lowest HP.	恢复HP最低的1名我方30%的HP。	回復我方HP最低的1人HP30%。
31914	ヒーリングベル	Healing Bell	治愈之铃	治癒之鈴	味方全員のHPを15%回復	Restores 15% HP to all allies.	恢复我方全体15%的HP。	回復我方全體HP15%。
31915	暗黒水	Dark Water	暗黑水	暗黑水	敵全体に「受ける魔法攻撃スキルダメージ+{0}%」を2回攻撃を受けるまで付与	All enemies receive {0}% more M. ATK skill damage for 2 attacks.	赋予敌方全体“所受魔法攻击技能伤害+{0}%”，受到2次攻击后失效。	賦予敵方全體「所受魔法攻擊技能傷害+{0}%」，直到受2次攻擊為止。
31916	ウォーパウダー	War Powder	金创粉	金創粉	味方全員に「クリティカル確率+{0}%」を2回行動終了するまで付与	Boosts all allies' critical rates by {0}% for 2 turns.	赋予我方全体“暴击率+{0}%”，2次行动结束后失效。	賦予我方全體「重擊率+{0}%」，直到行動結束2次為止。
31917	エリキシル剤	Elixir	万灵药剂	萬靈藥劑	HPが最も減っている味方1人のHPを20%回復<br>回復後、対象の状態異常を解除する	Restores 20% HP to the ally with the lowest HP, then removes status effects.	恢复HP最低的1名我方20%的HP。<br>恢复后解除目标的异常状态。	回復我方HP最低的1人HP20%。<br>回復後，解除目標的異常狀態。
31918	エリキシル剤	Elixir	万灵药剂	萬靈藥劑	HPが最も減っている味方1人のHPを30%回復<br>回復後、対象の状態異常を解除する	Restores 30% HP to the ally with the lowest HP, then removes status effects.	恢复HP最低的1名我方30%的HP。<br>恢复后解除目标的异常状态。	回復我方HP最低的1人HP30%。<br>回復後，解除目標的異常狀態。
31919	万物の写本	Codex of Creation	万物抄本	萬物手抄本	最大HPが最も高い敵1体に「物理攻撃ダメージ-{0}%」と「受ける物理攻撃ダメージ+{1}%」を2回付与	Inflicts P. ATK damage -{0}% and received P. ATK damage +{1}% to enemy with the highest max HP for 2 turns.	赋予HP上限最高的1名敌人2次“物理攻击伤害-{0}%”和“所受物理攻击伤害+{1}%”。	賦予敵方HP最大值最高的1名「物理攻擊傷害-{0}%」與「所受物理攻擊傷害+{1}%」2次。
31920	万物の写本	Codex of Creation	万物抄本	萬物手抄本	最大HPが最も高い敵1体に「物理攻撃ダメージ-{0}%」と「受ける物理攻撃ダメージ+{1}%」を2回付与	Inflicts P. ATK damage -{0}% and received P. ATK damage +{1}% to enemy with the highest max HP for 2 turns.	赋予HP上限最高的1名敌人2次“物理攻击伤害-{0}%”和“所受物理攻击伤害+{1}%”。	賦予敵方HP最大值最高的1名「物理攻擊傷害-{0}%」與「所受物理攻擊傷害+{1}%」2次。
31921	ヒロイックガイスト	Heroic Geist	英雄精神	英雄知性	敵全体に「受けるブレイクダメージ+{0}%」を2回攻撃を受けるまで付与	All enemies receive +{0}% stun damage for 2 attacks.	赋予敌方全体“所受破防伤害+{0}%”，受到2次攻击后失效。	賦予敵方全體「所受破防傷害+{0}%」，直到受2次攻擊為止。
31922	ヒロイックガイスト	Heroic Geist	英雄精神	英雄知性	敵全体に「受けるブレイクダメージ+{0}%」を2回攻撃を受けるまで付与	All enemies receive +{0}% stun damage for 2 attacks.	赋予敌方全体“所受破防伤害+{0}%”，受到2次攻击后失效。	賦予敵方全體「所受破防傷害+{0}%」，直到受2次攻擊為止。
31923	妖薬エボニアル	Miracle Ebonyal	黑檀妖药	黑檀妖藥	味方全員に「自身がアタッカーの時、スキルダメージ+{0}%」を2回行動終了するまで付与	Boosts all Attacker allies' skill damage by {0}% for 2 turns.	赋予我方全体“自身为攻击者时，技能伤害+{0}%”，2次行动结束后失效。	賦予我方全體「自身為攻擊者時，技能傷害+{0}%」，直到行動結束2次為止。
31924	妖薬エボニアル	Miracle Ebonyal	黑檀妖药	黑檀妖藥	味方全員に「自身がアタッカーの時、スキルダメージ+{0}%」を2回行動終了するまで付与	Boosts all Attacker allies' skill damage by {0}% for 2 turns.	赋予我方全体“自身为攻击者时，技能伤害+{0}%”，2次行动结束后失效。	賦予我方全體「自身為攻擊者時，技能傷害+{0}%」，直到行動結束2次為止。
31925	廻る魔剣	Revolving Magic Sword	回旋魔剑	迴旋魔劍	敵全体に斬属性ダメージ	Deals Slash damage to all enemies.	对敌方全体造成斩击属性伤害。	對敵方全體造成斬屬性傷害。
31926	廻る魔剣	Revolving Magic Sword	回旋魔剑	迴旋魔劍	敵全体に斬属性ダメージ	Deals Slash damage to all enemies.	对敌方全体造成斩击属性伤害。	對敵方全體造成斬屬性傷害。
31927	トランヒールサルヴ	Tranquil Salve	鱼油治愈软膏	特效療癒軟膏	HPが最も減っている味方1人のHPを20%回復<br>回復後、対象のマイナス効果を解除する	Restores 20% HP for ally with the lowest HP. After recovery, removes negative effects from target.	恢复HP最低的1名我方20%的HP。<br>恢复后解除目标的负面效果。	回復我方HP最低的1人HP20%。<br>回復後，解除目標的減弱效果。
31928	トランヒールサルヴ	Tranquil Salve	鱼油治愈软膏	特效療癒軟膏	HPが最も減っている味方1人のHPを30%回復<br>回復後、対象のマイナス効果を解除する	Restores 30% HP for ally with the lowest HP. After recovery, removes negative effects from target.	恢复HP最低的1名我方30%的HP。<br>恢复后解除目标的负面效果。	回復我方HP最低的1人HP30%。<br>回復後，解除目標的減弱效果。
