id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
401	Mysterious Hallowe'en!　～悩める人形とオカシな呪い～	Mysterious Halloween!: The Troubled Doll & the Sweet Curse	Mysterious Hallowe'en!　～烦恼的人偶与奇异的诅咒～	Mysterious Hallowe'en!　～苦惱的人偶與奇怪的詛咒～	とある時代の、とある場所――\n村はずれに住む少女ソフィーは、人形のプラフタ\nと一緒にお菓子屋さんを営んでいました。\nある日、二人の目の前にイタズラな魔物が現れ、\nプラフタに「呪い」をかけてしまって……？	In a certain era, at a certain place—\nLiving on the outskirts of the village, a young girl named Sophie runs a candy shop with her doll, Plachta.\nOne day, a mischievous monster appears before them and casts a curse on Plachta!	某个时代，在某个地方——\n住在村郊的少女苏菲和人偶普拉芙妲一起经营着一家点心店。\n一天，爱恶作剧的魔物出现在她们面前，\n对普拉芙妲施加了“诅咒”……？	在某個時代的某個地方──\n住在村郊的少女蘇菲，\n與人偶普拉芙妲一起經營一間點心店。\n某天，愛惡作劇的魔物出現在她們面前，\n並對普拉芙妲下了「詛咒」……？
404	決戦！ハロウィンぷに	Showdown! Halloween Puni	决战！万圣节噗尼	決戰！萬聖節噗尼				
405	決戦！ハロウィンぷにEX	Showdown! Halloween Puni EX	决战！万圣节噗尼EX	決戰！萬聖節噗尼EX				
501	リディー＆スールの日常 ～ふたりが描く家族の思い出～	Lydie & Suelle's Everyday Lives ~A Shared Canvas of Memories~	莉迪＆苏瑞的日常～两人细数家人的回忆～	莉迪＆蘇瑞的日常～兩人描繪的家族回憶～	双子の錬金術士、リディーとスール。\n二人がこの世界で初めて受けた依頼は、ある家族\nの思い出が詰まった家具を修復することだった。\n依頼人の希望を叶えるため奔走する二人は、ヴァ\nレリアの協力も得て順調にことを進めるが……？	The twin alchemists, Lydie and Suelle.\nThe first job they accepted in this world was to repair furniture filled with a family's memories.\nTo fulfill the client's wishes, the twins work with Valeria and begin to make steady progress, but will it work out?	莉迪和苏瑞是一对双胞胎炼金术士。\n她们在这个世界接到的第一件委托，是帮忙修复一件满载全家人回忆的家具。\n两人为实现委托人的愿望而奔波，在瓦莱莉娅的协助下，委托得以顺利进行，然而……	雙胞胎鍊金術士莉迪與蘇瑞，\n兩人在這個世界接到的第一個委託，\n是修復承載某個家族回憶的傢俱。\n為了實現委託人的心願，兩人四處奔走，\n而她們也在瓦萊莉婭的幫助下，一切都進行得很順利，\n然而……？
503	リディー＆スールの日常 ～ふたりが描く家族の思い出～	Lydie & Suelle's Everyday Lives ~A Shared Canvas of Memories~	莉迪＆苏瑞的日常～两人细数家人的回忆～	莉迪＆蘇瑞的日常～兩人描繪的家族回憶～				
504	リディー＆スールの日常 ～ふたりが描く家族の思い出～							
601	ライザの冒険グラフィティ ～忘却の賢者と秘密の楽園～	Ryza's Adventure Graffiti: Sage of Oblivion & the Secret Paradise	莱莎的冒险涂鸦 ～忘却的贤者与秘密的乐园～	萊莎的冒險塗鴉～忘卻的賢者與秘密的樂園～	錬金術士のライザは、自身に錬金術を教えた恩師\nアンペルと偶然の再会を果たす。\nライザとアンペル、それにかつて冒険を共にした\n仲間たちは、「楽園」と呼ばれる\n遺跡の調査に向かうことになるのだが――？	"Alchemist Ryza has a chance reunion with her mentor, Empel, who taught her alchemy. Ryza, Empel, and their former adventuring companions set out to explore the ruins known as ""Paradise."" But what awaits them there?"	炼金术士莱莎偶然遇到了\n传授自己炼金术的恩师——安佩尔。\n莱莎和安佩尔，以及曾经一起冒险的伙伴们\n要前往被称为“乐园”的遗迹调查。\n在那里——	鍊金術士萊莎與教導自己鍊金術的\n恩師安佩爾偶然重逢。\n萊莎與安佩爾，以及過去曾一同冒險的夥伴們\n決定前往被稱為「樂園」的遺跡進行調查，\n但是──？
603	忘却の賢者と秘密の楽園	Sage of Oblivion & the Secret Paradise	忘却的贤者与秘密的乐园	忘卻的賢者與秘密的樂園				
605	忘却の賢者と秘密の楽園EX	Sage of Oblivion & the Secret Paradise EX	忘却的贤者与秘密的乐园EX	忘卻的賢者與秘密的樂園EX				
801	星降る夜の贈りもの	Gifts on a Starry Night	繁星之夜的礼物	繁星灑落之夜的贈禮	ランターナには星誕祭と呼ばれる行事がある。\nパトリツィアはレスナに誘われ、星誕の使者として街の人々にプレゼントを配ることを決めた。\nしかし、タオの願いを聞いたパトリツィアは、それを喜んで受け入れることができず……？	In Lantarna, there's a festival known as the Starbirth Festival.\nInvited by Resna, Patricia decides to participate as the Starbirth Envoy, handing out gifts to the townspeople. However, when she hears Tao's wish, she just can't bring herself to accept it.	星诞祭是兰塔纳的传统庆典。\n在蕾斯娜邀请下，帕特莉夏决定成为星诞使者，向城镇上的人们分发礼物。\n然而，帕特莉夏得知了塔奥的心愿后，却好像不太情愿帮他实现……	蘭塔納有個名為星誕祭的節日。\n派翠夏受到蕾斯娜的邀請，決定擔任星誕使者向城鎮居民發送禮物。\n但是，聽完塔奧的願望後，派翠夏卻無法開心地接受這個願望……？
803	星降る夜の贈りもの	Gifts on a Starry Night	繁星之夜的礼物	繁星灑落之夜的贈禮				
805	星降る夜の贈りものEX	Gifts on a Starry Night EX	繁星之夜的礼物EX	繁星灑落之夜的贈禮EX				
901	マリーの招福大作戦！	Marie's Fortune Frenzy!	玛莉的招福大作战！	瑪莉的招福大作戰！	年の瀬に元の世界を懐かしく思うマリー。\n久しぶりに訪れたアトリエで、レスナが新年の挨拶回りを兼ねて特製のお守りを仲間に配ろうとしていることを知り、それを手伝うことに。\nこの世界の仲間たちとの交流を通して、マリーに起こった変化とは……？	As the year draws to a close, Marie misses her own world.\nWhen she visits the Atelier for the first time in a while, she learns that Resna is planning to distribute special talismans to friends as a New Year's greeting, and she decides to help.\nBut it would seem that Marie's interactions with her friends in this world have an interesting effect on her.	年关将至，玛莉不禁怀念起了原来的世界。\n久违地来到炼金工房，玛莉得知蕾斯娜准备向同伴们分发特制护身符以表达新年祝福，决定自己也要帮忙。\n通过与这个世界的同伴们交流，玛莉的心情产生了什么样的变化……？	瑪莉在年末思念起原本的世界。\n她造訪久未踏足的鍊金工房，得知蕾斯娜打算去走春拜年，順便把特製的護身符發送給夥伴，便決定一起幫忙。\n與這個世界的夥伴們交流後，瑪莉身上發生了什麼樣的變化呢……？
904	マリーの招福大作戦！	Marie's Fortune Frenzy!	玛莉的招福大作战！	瑪莉的招福大作戰！				
905	マリーの招福大作戦！EX	Marie's Fortune Frenzy! EX	玛莉的招福大作战！EX	瑪莉的招福大作戰！EX				
1004	ゴールドぷにチャレンジ	The Gold Puni Challenge	金噗尼挑战	挑戰金噗尼				
1005	ゴールドぷにチャレンジEX	The Gold Puni Challenge EX	金噗尼挑战EX	挑戰金噗尼EX				
1101	二人のシャリーと母の願い	Two Shallies and a Mother's Wish	两个夏莉与母亲的心愿	兩個夏莉與母親的願望	二人の錬金術士シャリステラとシャルロッテは、海を眺めて元の世界での使命を思い出していた。\n魅力的な王都での遊びを横目に見ながら。\nそんな中、シャルロッテの母・ナディは二人にぴったりの依頼を受けてきたというが……？	Overlooking the sea, alchemists Shallistera and Shallotte remember their responsibilities back in their home world.\nAll while they also glance at the fun going on in the capital.\nIn the midst of this, Shallotte's mother, Nady, mentions that she has found a request that would be perfect for them.	炼金术士夏莉丝堤拉和夏露罗蒂身在繁华的王都游览，却有些心不在焉。\n她们眺望大海时，心中惦念的是在原来世界肩负的使命。\n就在这时，夏露罗蒂的母亲娜蒂称帮她们接到了适合她们二人的委托……？	兩位鍊金術士──夏莉絲堤菈與夏露羅蒂眺望著大海，回想起自己在原本世界的使命，\n同時旁觀著王都裡充滿魅力的娛樂活動。\n就在這時，夏露羅蒂的母親娜蒂說，她接下了一份很適合兩人的委託……？
1103	二人のシャリーと母の願い	Two Shallies and a Mother's Wish	两个夏莉与母亲的心愿	兩個夏莉與母親的願望				
1105	二人のシャリーと母の願いEX	Two Shallies and a Mother's Wish EX	两个夏莉与母亲的心愿EX	兩個夏莉與母親的願望EX				
1204	チャレンジバトル ヨハナ	Challenge Battle: Johanna	挑战战斗 约翰娜	挑戰戰鬥 約翰娜				
1205	チャレンジバトル ヨハナEX	Challenge Battle: Johanna EX	挑战战斗 约翰娜EX	挑戰戰鬥 約翰娜EX				
1301	乙女たちのチョコレートミックス	Valentine's Chocolate Mix	少女们的混合巧克力	少女們的綜合巧克力	錬金術士のエスカは、大切な人にチョコを渡す日とされるリンデ祭の存在を知る。\n同僚のロジーにチョコを贈ろうと心に決めたエスカだったが、同時にカフェで出す新メニューの開発も任されることに。\nさらにウィルベルやユナからのお願いも舞い込んできて……？	Alchemist Escha learns about the Linde Festival, a special day for sharing chocolates with those you cherish. She is determined to give chocolates to her close colleague Logy, but at the same time finds herself in charge of creating a new menu item for the cafe. To add even more to the mix, she has also received some requests from Wilbell and Juna. So much to do, so little time!	炼金术士爱丝卡了解到人们在林德节这一天会向珍视之人赠送巧克力。\n在她决定送巧克力给同事罗吉时，又同时接到了研发咖啡厅新餐品的委托。\n不仅如此，薇尔贝儿和尤娜也突然向她提出了请求……？	鍊金術士愛絲卡得知了林德祭是贈送巧克力給重要之人的慶典。\n於是在她下定決心要送巧克力給同事羅吉時，卻被指派負責開發咖啡廳將推出的新菜單。\n此外，薇爾貝兒和尤娜也突然向她提出了請求……？
1303	乙女たちのチョコレートミックス	Valentine's Chocolate Mix	少女们的混合巧克力	少女們的綜合巧克力				
1305	乙女たちのチョコレートミックスEX	Valentine's Chocolate Mix EX	少女们的混合巧克力EX	少女們的綜合巧克力EX				
1401	アーランドの錬金術士 〜迷子の少女と雪の帰り道〜	The Alchemist of Arland: The Lost Girl & the Snowy Road Home	亚兰德之炼金术士 ～迷路的少女和皑皑回家路～	亞蘭德之鍊金術士 ～迷路少女與雪中歸途～	王都に珍しく雪が降った。ロロナとトトリはオシャレをして出かけ、一面の銀世界を満喫する。\nそんな中、二人は迷子らしき少女と共にいたメルルに出くわす。ステルクも加えた４人は、少女を助けてあげようとするが……？	For the first time in ages, snow falls in the capital, blanketing the city with a beautiful silver glow. Seizing the moment, Rorona and Totori decide to go for a fashionable outing in the snow, where they stumble upon Meruru together with a seemingly lost girl. Sterk also ends up joining the cause, and the group of four embark on a mission to help the lost girl.	王都难得一见地下雪了。萝乐娜和托托莉打扮得漂漂亮亮地出门，尽情体验银装素裹的世界。\n就在这时，两人遇到了梅露露，她和一个迷路的少女在一起。史特尔克也与她们一行偶然会合，四人想要帮助少女，然而……？	王都罕見地下起了雪。蘿樂娜與托托莉打扮得漂漂亮亮地出門，盡情享受一片銀色世界。\n就在此時，兩人碰上了梅露露，她與一名看似迷路的少女走在一起。加上史特爾克，他們四人想幫助這名少女，但是……？
1402	落落の雪嶺	Desolate Snow Peaks	寂寂雪岭	寂寥的雪嶺	滅多に人が立ち入らない雪山。手付かずの自然が残っており、特に最奥部については記録がほぼ残っていない。\n何者かの話し声を聞いたという冒険者もいるが、その真相を確かめた者はいない。	These snowy mountains are rarely trodden by humans, allowing nature to remain untouched, but also ensuring that almost no research has ever been done, especially in the more remote depths. Some adventurers claim to have heard voices in the mountains, but nobody has ever ventured far enough to confirm these claims.	人迹罕至的雪山，保留着未经雕琢的自然风光。特别是最深处，几乎没有相关记录。\n有冒险者声称在此听到了说话声，但无人确认过真相如何。	這座雪山鮮少有人踏足，因而保留了未經開墾的自然風貌，尤其是深山處幾乎沒有留下任何到訪的紀錄。\n雖然也有冒險者聲稱聽過人類的交談聲，卻無人確認其真相。
1403	アーランドの錬金術士EX	The Alchemist of Arland EX	亚兰德之炼金术士EX	亞蘭德之鍊金術士EX				
1604	アイテム大戦 第1弾	Item War: Part 1	道具大战 第1弹	道具大戰 第1彈				
1605	アイテム大戦 第1弾EX	Item War: Part 1 EX	道具大战 第1弹EX	道具大戰 第1彈EX				
1704	半周年記念プレゼントバトル	Half-Year Anniversary Present Battle	半周年纪念赠礼战斗	半週年紀念獻禮戰鬥				
1804	チャレンジバトル ジェロン	Challenge Battle: Geron	挑战战斗 杰隆	挑戰戰鬥 傑隆				
1805	チャレンジバトル ジェロンEX	Challenge Battle: Geron EX	挑战战斗 杰隆EX	挑戰戰鬥 傑隆EX				
2004	チャレンジバトル ララ	Challenge Battle: Lara	挑战战斗 拉拉	挑戰戰鬥 拉拉				
2005	チャレンジバトル ララEX	Challenge Battle: Lara EX	挑战战斗 拉拉EX	挑戰戰鬥 拉拉EX				
2104	アイテム大戦 第2弾	Item War: Part 2	道具大战 第2弹	道具大戰 第2彈				
2105	アイテム大戦 第2弾EX	Item War: Part 2 EX	道具大战 第2弹EX	道具大戰 第2彈EX				
2204	チャレンジバトル 鴉	Challenge Battle: Crow	挑战战斗 鸦	挑戰戰鬥 烏鴉				
2205	チャレンジバトル 鴉EX	Challenge Battle: Crow EX	挑战战斗 鸦EX	挑戰戰鬥 烏鴉EX				
2304	アイテム大戦 第3弾	Item War: Part 3	道具大战 第3弹	道具大戰 第3彈				
2305	アイテム大戦 第3弾EX	Item War: Part 3 EX	道具大战 第3弹EX	道具大戰 第3彈EX				
2506	全員必修！マリオン先生の特別試験！	Mandatory for All! Ms. Marion's Special Exam!	全员必修！玛丽翁老师的特别考试！	全員必修！瑪麗翁老師的特別考試！				
2601	レスレリ学園 ～退学！？　いきなり大ピンチ～	Resleriana Academy - Expelled?! Suddenly in Big Trouble!	蕾斯莱莉娅娜学园 ～退学？！突如其来的危机～	蕾斯萊莉婭娜學園 ～退學！？　突如其來的巨大危機～	ここはランターナ学園、錬金術科。才能ある者だけが入学を許される、錬金術士のための学び舎！ 新入生のレスナは独学で何度も調合に挑戦してきたが、失敗続き。しかし錬金術への熱い思いは誰にも負けない！ 果たしてレスナにどんな学園生活が待ち受けているのか……？	This is the Alchemy Department at Lantarna Academy. A place of learning for aspiring alchemists, where only talented students are permitted to enroll! Resna, a new student at the Academy, has tried to perform synthesis many times on her own, but always failed. However, her passion for alchemy is unmatched! What kind of school life awaits her?	这里是兰塔纳学园炼金术科。这是为炼金术士准备的学舍，只有拥有天赋的人方可入学！新生蕾斯娜通过自学多次挑战调合，却屡战屡败。但她对炼金术的热爱不输任何人！蕾斯娜究竟即将迎来怎样的学园生活呢……？	這裡是蘭塔納學園的鍊金術科。是只有才能出眾的人才能入學，專屬於鍊金術士的學舍！身為新生的蕾斯娜用自學的方式多次挑戰調合，卻不斷以失敗告終。即便如此，她對鍊金術的熱誠絕不會輸給任何人！究竟會有什麼樣的學園生活在等著蕾斯娜呢……？
2603	レスレリ学園 第1弾	Resleriana Academy Part 1	蕾斯莱莉娅娜学园 第1弹	蕾斯萊莉婭娜學園 第1彈				
2605	レスレリ学園 第1弾EX	Resleriana Academy Part 1 EX	蕾斯莱莉娅娜学园 第1弹EX	蕾斯萊莉婭娜學園 第1彈EX				
2904	アイテム大戦 〜学園錬金祭編〜	Item War – Academy Alchemy Festival Edition	道具大战 ～学园炼金庆典篇～	道具大戰 ～學園鍊金祭篇～				
2905	アイテム大戦 〜学園錬金祭編〜EX	Item War – Academy Alchemy Festival Edition EX	道具大战 ～学园炼金庆典篇～EX	道具大戰 ～學園鍊金祭篇～EX				
3403	レスレリ学園 第2弾	Resleriana Academy Part 2	蕾斯莱莉娅娜学园 第2弹	蕾斯萊莉婭娜學園 第2彈				
3405	レスレリ学園 第2弾EX	Resleriana Academy Part 2 EX	蕾斯莱莉娅娜学园 第2弹EX	蕾斯萊莉婭娜學園 第2彈EX				
3503	レスレリ学園 第3弾	Resleriana Academy Part 3	蕾斯莱莉娅娜学园 第3弹	蕾斯萊莉婭娜學園 第3彈				
3505	レスレリ学園 第3弾EX	Resleriana Academy Part 3 EX	蕾斯莱莉娅娜学园 第3弹EX	蕾斯萊莉婭娜學園 第3彈EX				
3601	温泉奪還作戦！ ～ととのいと癒しを求めて～	Operation: Take Back the Hot Springs! In Search of Clarity and Comfort	夺回温泉作战！ ～陶醉与治愈之旅～	奪回溫泉作戰！ ～追求通體舒暢與治癒～	最近戦い続きで疲労がたまっているレスナたち。クラウディアから「ととのう」という体験が流行っているとの話を聞き、一同はシュネール州の温泉へ。しかし、いざ楽しもうとしたところ、水を差す者が現れ……？	Recently, the constant battles have left Resna and her companions exhausted. Hearing from Klaudia about a trendy hot springs experience, the group decides to head for Schnell Province. But their vacation might be short-lived when something decides to intervene...	接连不断的战斗让蕾斯娜一行人疲惫不堪。听科洛蒂娅说最近很流行“陶醉”的体验，于是一行人前往施内尔州的温泉。然而刚想要好好享受就遭到搅局……	蕾斯娜等人最近因接二連三的戰鬥感到相當疲憊。他們聽科洛蒂婭說現在很流行一種名為「通體舒暢」的體驗，於是一行人決定前往雪內爾州的溫泉。然而正當他們準備要享受一番的時候，居然有人跑來潑冷水……？
3603	温泉奪還作戦！	Operation: Take Back the Hot Springs!	夺回温泉作战！	奪回溫泉作戰！				
3605	温泉奪還作戦！EX	Operation: Take Back the Hot Springs! EX	夺回温泉作战！EX	奪回溫泉作戰！EX				
3701	ランターナ建国記念杯	Lantarna Founding Anniversary Cup	兰塔纳建国纪念杯	蘭塔納建國紀念盃	ロマンが主催する武闘大会で優勝し、みんなにちやほやされるマリー。すっかりいい気分になったところで目が醒め、夢だと気付く。どうせ現実では出場したところで優勝は無理だろうと思った矢先、ロマンから声を掛けられ……？	Marie wins the tournament hosted by Roman and basks in the adoration of everyone around her. Just when she feels like she's on top of the world, she wakes up and realizes it was all a dream. But as she convinces herself that it would be impossible to win anyway, Roman suddenly reaches out to her...	玛莉在罗曼举办的武斗大会上获得冠军，一时风头无两。就在心花怒放之际，她突然从梦中惊醒，先前的一切化为泡影。玛莉心想，反正自己就算真的参加这种活动，也没希望获得冠军。就在此时，罗曼突然找上了她……	瑪莉在羅曼主辦的武鬥大會獲得優勝，被大家誇獎了一番。她沉浸在勝利的美好滋味時驚醒，才發現是一場夢。正當她腦中閃過「反正出場應該也不可能奪冠」的念頭時，她被羅曼叫住了……？
3704	ランターナ建国記念杯	Lantarna Founding Anniversary Cup	兰塔纳建国纪念杯	蘭塔納建國紀念盃				
3705	ランターナ建国記念杯EX	Lantarna Founding Anniversary Cup EX	兰塔纳建国纪念杯EX	蘭塔納建國紀念盃EX				
3901	竜の涙は花と散る	The Dragon's Tears Fall Like Petals	龙之泪随花凋零	龍之淚如花凋零	大原野に竜が現れ、近隣の村人たちが襲われた。再び現れたときのために、とある手を考えていると言うロマン。地域の伝承によると、花嫁を捧げることで竜の怒りを鎮めていたらしいが……？	A dragon appeared in the wilderness and attacked nearby villagers. Roman is considering a rather unique plan in case it comes back again. According to local legend, offering a bride used to calm the dragon's rage, but will that really work?	出现在大原野上的龙袭击了住在附近的村民。罗曼想好了对策以应对龙再次出现。根据当地的传说，将新娘献给龙就能平息它的怒火……？	龍現身於大原野，附近的村民們都遭到襲擊。為了防備牠再次出現，羅曼表示正在研擬一個計畫。根據地區的傳說，人們曾經獻出新娘來平息龍的怒火……？
3902	秘密の通い道	Secret Path	秘密通道	秘密通道	竜が逃げ込んだ茂み。途切れ途切れながらも、大きな足で踏みならされたと思しき痕跡が続いている。この先に竜のすみかがあるようだが、その入口を隠すかのように草木が生い茂っている。	A thicket where the dragon fled. There is an intermittent trail where large areas of the ground have been trampled, as if by giant feet. The dragon's lair appears to be ahead, but the entrance is obscured by dense vegetation.	龙逃进了树丛中，但时不时可以看到疑似大型生物经常踩踏留下的痕迹。循着脚印应该就能找到龙的巢穴，然而这里草木繁茂，仿佛想要隐藏那个入口一般。	龍逃進草叢裡。儘管斷斷續續，依然看得出巨足踐踏過的痕跡向前延伸而去。龍的巢穴似乎就在前方，但入口處生長著茂密的草木，彷彿要將其遮掩起來一般。
3905	竜の涙は花と散るEX	The Dragon's Tears Fall Like Petals EX	龙之泪随花凋零EX	龍之淚如花凋零EX				
4101	事件発生！　飛び出せオフィス！	Incident Alert! Dash Out of the Office!	事件发生！出动吧，公务员！	發生事件！奔出辦公室！	王国各地で異常事態が発生しているという報告が、続々とマリオンの元へ舞い込んできていた。マリオンに頼まれ、エスカも報告書の処理を手伝うことに。すると、バラバラに見えた報告にある共通点が見つかり……？	Marion's office is flooded with reports of abnormal situations from across the kingdom. At Marion's request, Escha helps process the reports, but as they go through them, they find a common thread among the seemingly unrelated incidents...	玛丽翁接连收到了王国各地发生异常事件的报告。受玛丽翁之托，爱丝卡也前来处理报告书。她们发现了这些看似毫无关联的报告之间的共同点……？	瑪麗翁陸續接到王國各地發生異常事態的報告。在瑪麗翁的拜託之下，愛絲卡也決定幫忙處理報告書。結果，她在這些看似毫不相干的報告中發現了共同之處……？
4103	事件発生！　飛び出せオフィス！	Incident Alert! Dash Out of the Office!	事件发生！出动吧，公务员！	發生事件！奔出辦公室！				
4105	事件発生！　飛び出せオフィス！EX	Incident Alert! Dash Out of the Office! EX	事件发生！出动吧，公务员！EX	發生事件！奔出辦公室！EX				
4301	水着DEリゾート！　海の家を盛り上げろ！？	Resort Swim Time! Beach House Bash	泳装假日！热闹非凡的海边小屋？！	身穿泳裝去度假！炒熱海之家氣氛！？	ハイネ州の海の話を聞いたレスナたちは、その浜辺で行われる花火大会へ行くことを決める。到着してみると、海辺に現れる魔物が原因で観光客が訪れず、大会は中止の危機に瀕していた。花火大会開催のためレスナたちは錬金術で海の家を作り、観光客を呼び戻そうと計画するが……	Resna and her friends have often heard stories about the Haine seas, so they decide to visit the beach there for a fireworks festival. However, they discover that monsters are appearing all along the coast, scaring away tourists and threatening to put an end to the festival. To ensure that the festival goes on, everyone plans to use alchemy to build a Beach House to bring the tourists back!	蕾斯娜一行听说了海涅州海滩的情况，决定在那片海滩上举行烟花大会。但到达之后却发现，由于海边出现了魔物，游客都不敢前来，大会面临被取消的危机。为了顺利举行烟花大会，蕾斯娜一行用炼金术建造了海边小屋，试图吸引游客回归……	蕾斯娜等人聽完海涅州的海邊相關話題，便決定前往那個海灘舉辦的煙火大會。一行人抵達後，才發現海邊出現的魔物導致觀光客卻步，大會瀕臨停辦的危機。為了讓煙火大會順利舉行，蕾斯娜等人利用鍊金術打造出海之家打算喚回遊客，然而……
4303	水着DEリゾート！　海の家を盛り上げろ！？	Resort Swim Time! Beach House Bash	泳装假日！热闹非凡的海边小屋？！	身穿泳裝去度假！炒熱海之家氣氛！？				
4304	海の家	Beach House	海边小屋	海之家				
4305	水着DEリゾート！　海の家を盛り上げろ！？EX	Resort Swim Time! Beach House Bash EX	泳装假日！热闹非凡的海边小屋？！EX	身穿泳裝去度假！炒熱海之家氣氛！？EX				
4307	駆け抜けろ！ ビーチフラッグは誰の手に？	Dash for the Beach Flag! Who Will Claim Victory?	一往无前！谁将夺得沙滩旗？	衝刺吧！海灘奪旗由誰勝出？				
5002	キラキラビーチ	Sparkling Beach	闪亮海滩	閃閃發光的海灘	なんとビーチに謎のコインが流れ着いた！\nもしや古の海賊船のお宝が今、流れ着いたのか！？\n今のうちに急いで集めろ！	Mysterious coins have washed up on the beach! Could this be treasure from an ancient pirate ship?! Hurry and gather them up!	居然有神秘硬币被冲上了海滩！\n难道是古代海盗船的宝藏刚巧漂到了这里吗？！\n快抓住机会收集起来吧！	竟然有神秘的硬幣被沖到了海灘上！\n難道是古代海盜船的寶物！？\n趁現在趕緊蒐集起來吧！
5005	ビーチで宝探し！EX	Treasure Hunt at the Beach! EX	沙滩寻宝！EX	在海灘尋寶！EX				
5104	１周年前夜祭ボスチャレンジ	1st Anniversary Prelude Boss Challenge	一周年前夜祭头目挑战	1週年前夜祭頭目挑戰				
