id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
10011	本当の家族	A Real Family	真正的家人	真正的家人	育児院で働くエーファは、まるでしっかり者のお姉さんで、お母さん。\nそんなエーファも、ルルアの前だけでは甘えた姿を見せる。\n将来何があったとしても、この絆は決して変わることがないと、二人は信じている。	Eva works at the orphanage, where she serves as a reliable older sister to some and a nurturing mother figure to others. Lulua is the only person with whom Eva feels comfortable revealing her more vulnerable side. Regardless of what lies ahead, both of them firmly believe that their bond is unbreakable, no matter what challenges they may face in the future.	瑷法在儿童福利院工作，她做事稳妥可靠，俨然像孩子们的大姐姐甚至妈妈一样。\n只有在露露亚面前时，如此稳重的瑷法才会释放任性的一面。\n两人坚信，无论将来发生什么，她们的这份情谊都不会改变。	在育幼院工作的璦法就像個可靠的大姊姊、可靠的媽媽一樣。\n這樣的她卻也只在露露亞面前展現出愛撒嬌的一面。\n她們兩人堅信無論將來發生了什麼，彼此的情誼絕對不會改變。
10012	アーランドの錬金術士	The Scion of Arland	亚兰德的炼金术士	亞蘭德的鍊金術士	師から弟子へ。その力は受け継がれ、この国に変化をもたらした。\nそれは国の行く末を左右するほどの大きな変化ではなかったかもしれない。\nだが、ここに暮らす人々の日常は、確かに錬金術と共にあったのだ。	A teacher passes knowledge on to a student. Such knowledge is power, enough to bring change to the kingdom.\nThough perhaps not quite enough to change its fate.\nHowever, the people of this kingdom will continue to live their lives with alchemy all around them.	从师父到弟子，继承那份力量为这个国家带来了变化。\n虽然那或许不是能够左右国家发展的巨大变化。\n但是，此地居民的日常生活的确与炼金术息息相关。	由師父傳承給弟子的這份力量，為這個國家帶來了變化。\n\n這或許並不是足以左右國家前途的巨大變化。\n不過，鍊金術確實存在於居民的日常生活之中。
10013	せせらぎに誘われて	An Inviting Stream	溪流的诱惑	受到潺潺水聲吸引	旅の途中、涼やかな川辺で休息するアーシャ、ウィルベル、レジナの三人。\n棒のように固まった足を水につけ、旅の疲れを洗い流す。\nはしゃぐのもいいけれど、水分補給も忘れずに。	Ayesha, Wilbell, and Regina take a little break from their travels.\nThey rest their legs, as stiff as staves, in the cooling river and let it wash away the fatigue.\nA little splashing around is fine, as long as they remember to hydrate as well.	旅途中，爱夏、薇尔贝儿和瑞吉娜在凉爽的河边休息。\n把筋疲力尽的双脚浸在水中，洗去旅途中的疲惫。\n嬉戏的同时也不要忘了补充水分。	旅途中，愛夏、薇爾貝兒和瑞吉娜三人在涼快的河邊休息。\n把僵硬痠痛的腿浸泡在水中，洗滌旅行的疲憊。\n嬉鬧一番也無妨，但別忘了補充水分。
10014	甘いひととき	Time for Sweets	甜蜜时刻	甜美時光	仕事の合間の休憩時間。疲れた頭と身体に、アップルパイの甘さが染み渡る。\n皿を一つ空にしたエスカ。少し物足りなさを感じ、ついつい次の皿に手が伸びてしまう。\nこれは頑張ったご褒美だからと、自分に言い聞かせながら……	"On a break from her busy work schedule, the sweetness of the apple pie seems to help melt the tension in her mind and body away.\nShe polishes off her plate. But it's somehow not enough. She reaches for a second.\n""It's a reward for working so hard,"" she tells herself. And yet..."	工作间隙的休息时间，苹果派的香甜浸润了疲惫的大脑与身体。\n爱丝卡吃光了一盘还没吃够，忍不住将手伸向下一个盘子，\n边拿边劝自己这是努力过后的奖励……	工作空檔的休息時間，蘋果派的甜味滲透了疲憊的腦袋與身體。\n愛絲卡吃完一盤後覺得有些不滿足，忍不住把手伸向了下一個盤子。\n同時在心中告訴自己，這是努力過後的獎賞……
10015	二人のシャリー	The Two Shallies	两个夏莉	兩個夏莉	生まれも性格も、歩んできた道も全く違う、シャリステラとシャルロッテ。\n時にはすれ違ったり、ぶつかったりしながらも、様々な困難を乗り越え……今ではすっかり息の合った二人。\nあなたとなら、どんな壁も怖くない。	"Shallistera and Shallotte. Their upbringings, personalities, and lives could not be any more different.\nThough they've had their share of disagreements, they've overcome many trials and have become an unstoppable team.\n""With you by my side, I can handle anything."""	夏莉丝堤拉与夏露罗蒂的出身、性格、过往经历皆迥然不同，\n虽然有时会产生分歧，发生冲突，但她们克服了种种困难……如今已然非常默契。\n只要和你在一起，我就不畏任何阻碍。	夏莉絲堤菈與夏露羅蒂擁有截然不同的出身、性格及經歷。\n即使有時她們會意見相左或發生衝突，但還是一起跨越了各種難關……現在兩人已經非常有默契。\n只要與妳一起，遇到任何阻礙都不怕。
10016	本日の目玉商品です	Deal of the Day	今日的重点商品	今天的主打商品	「さあ、本日の目玉商品はこちらです。有名な職人が手がけた器。見ていってくださいです」\n「わあ……！　コルネリアさん、すごい平衡感覚ですね！」\n「商売の基本はまず人目につくこと、です」\n「なるほど！　勉強になります！」	"""Here's today's deal. This was crafted by a master craftsman. Just take a look at this!""\n""Wow! Corneria, you're really good at balancing that!""\n""The first rule of sales is to draw the customer's eye.""\n""I see! Thanks for the advice!"""	“接下来是今天的重点商品，由著名工匠打造的器具。请看！”\n“哇……！柯尔涅莉雅小姐的平衡感太厉害了！”\n“做生意的第一要务就是吸引眼球。”\n“原来如此，学到了！”	「來，這是今天的主打商品。由知名工匠打造的器具，歡迎來看看。」\n「哇……柯爾涅莉雅，妳平衡感真好啊！」\n「做生意的基礎就是要先吸引人們的目光。」\n「原來如此！真是受教了！」
10017	三人寄れば	The Power of Three	三人成行	三個臭皮匠	とある資料を探すため、書庫に集まった三人。\n彼らは厳しい試験に合格し、その力を認められた「公認」錬金術士たちだ。\nその人となりは様々だが、彼らが集えば解決できない問題はない……はず。	Three figures gather in the archives to search for a certain document.\nThey have passed their difficult exams and their proficiency has earned them official recognition as alchemists.\nThough each has their own temperament, there is no problem the three of them cannot solve when they come together...probably.	为了寻找某样资料，三人在书库集合。\n他们通过了严格的考试，成为了实力得到承认的“公认”炼金术士。\n虽然为人各异，但只要他们齐心协力，就没有解决不了的问题……大概吧。	三人聚集在書庫尋找某個資料。\n他們是通過嚴格的考試，實力受到認可的「公認」鍊金術士。\n雖然三人的脾氣秉性各不相同，但只要聚在一起，應該……就沒有解決不了的問題。
10018	美味しいティータイム	Delicious Tea Time	乐享美味的茶点时间	美味的下午茶時光	ある日の午後のティータイム。美味しいケーキに夢中になるスー。\n悪戯好きな小悪魔が見せる素直で可愛らしい反応に、ソフィーとマティアスの二人もつい頬が緩んでしまうのだった。	Suelle is transfixed as she enjoys a delicious cake during tea time.\nSomething about seeing this normally mischievous girl acting so cute and docile brings a smile to the faces of Sophie and Mathias.	在某日午后的茶点时间，苏被蛋糕的美味俘虏。\n看到爱恶作剧的小恶魔流露出坦率可爱的一面，苏菲和玛提亚斯不禁露出微笑。	某天午後的下午茶時光，蘇忘我地享用著美味的蛋糕。\n看到喜歡惡作劇的小惡魔展現出如此直率又可愛的反應，蘇菲和瑪提亞斯都不禁會心一笑。
10019	風に乗る旋律	A Melody on the Wind	风中的旋律	乘著風的旋律	広々とした草原に、柔らかなフルートの音色が鳴り響く。父親にも、友人たちにも内緒の、クラウディア一人だけの時間。この趣味も、いつかは打ち明けたいなと思いつつ――\n今は、一人で良かったと胸をなでおろした。	"The gentle melody of a flute echoes across the expansive grasslands. Klaudia has snuck away from her father and her friends to have some alone time. She thinks, ""One day I'll share my hobby with everyone...""\nBut she feels relieved knowing that today is not that day."	广阔的草原上回荡着柔美的长笛声。这是对父亲和朋友们保密，只属于科洛蒂娅一个人的时光。虽然将来有把这份闲情逸趣告诉大家的打算，\n但至少现在很庆幸能独享这一切。	在廣闊的草原上，響起了輕柔悠揚的長笛音色。這是只屬於科洛蒂婭一人的時光，父親和朋友們都不知情。雖然心想，總有一天要將這個興趣坦白──\n不過，她仍暗自慶幸此刻是獨處的。
10020	これが都会の味……！？	The Taste of Civilization	这就是都市的味道……？！	這就是大都會的味道……！？	パトリツィアに案内されて、王都で人気のクレープ屋に訪れたライザ。初めて口にする都会の味に、つい感嘆の声が漏れてしまう。\n都会での新生活には、まだまだ新しい発見が待っていそうだ。	Ryza follows Patricia's directions to a popular crepe stand in the capital. An astonished gasp escapes her as she takes her first bite of the capital's cuisine.\nThis is only the first of many new discoveries that await her in her new home.	在帕特莉夏的介绍下，莱莎来到了王都最受欢迎的可丽饼店。首次品尝这种都市美食，让莱莎掩藏不住内心的赞叹。\n崭新的都市生活中，还有许多新发现在等着她。	在派翠夏的帶領下，萊莎來到王都一間生意很好的可麗餅店。第一次嘗到大都會才有的美味，她不由得發出讚嘆。\n在大都市裡的新生活，似乎還有許多驚喜等她發掘。
20001	あたしのアトリエ	My Atelier	我的炼金工房	我的鍊金工房	このアトリエにはたくさんの人が訪れる。\nそれは幼馴染だったり、旅人だったり、騎士だったり、学園の人だったり。\n卒業試験のために与えられた、借り物の部屋ではあるけれど。\n今では彼女の、何よりも大切な場所。	Many people come to visit this atelier.\nSome are old friends, some are travelers, scholars, or even knights.\nAll this despite the fact that she's merely borrowed this atelier to study for her exams.\nHowever, at this moment, this place is more important to her than anything.	儿时好友、旅人、骑士、学园的师生……\n有许多人会造访这间炼金工房。\n虽然这里本来只是为了完成毕业考试而借用的房间，\n但现在已经是她心目中无比重要的地方。	這間鍊金工房有許多訪客。\n例如兒時玩伴、旅人、騎士和來自學園的人。\n雖然這間屋子是借來完成畢業考的，\n但現在對她而言，已經成為最重要的場所。
20002	天空都市を目指して	Searching for the Heavenly City	前往天空都市	朝天空都市出發	天空都市アバンベリー。山の頂に築かれたその場所には、莫大な財宝が眠っているという。\n錬金術士の少年クレインは、旅の途中で知り合った少女リイタと共にその場所を目指す。\n彼らが向かう先には、どんな運命が待ち受けているのか――	The heavenly city of Avenberry. Some say this city built on a mountain's peak is home to a great treasure.\nA young alchemist named Klein travels in search of the city accompanied by Lita, a girl he met during his travels.\nBut what fate awaits them at their destination?	据说那座位于山顶的天空都市阿班贝利中藏有巨量财宝。\n炼金术士少年克雷因和他在旅途中结识的少女莉塔都要前往那里。\n在他们的目的地等待着他们的究竟会是怎样的命运——？	天空都市亞凡貝里建於山頂，相傳那裡沉睡著大量的財寶。\n鍊金術士少年克雷因在旅途中結識了少女莉塔後，兩人便一起朝那個地方前進。\n在他們前往的地方，有什麼樣的命運正等待著他們呢──
20003	学園の仲間たち	School Friends	学园的伙伴们	學園的夥伴們	学園で出会ったみんな。\n時にはいがみあったり、振り回されたりすることもあるけれど、頼りになる大事な仲間たち。\nみんなと一緒なら、前を向いて歩いていける。\nそんな気がした。	A thought for the friends I made at school.\nThough we may sometimes bicker or find ourselves at odds, you will always be my dear and reliable comrades.\nTogether, we can face any trials that await us.\nThat's how I've always felt, anyway.	他们在学园相识相知。\n虽然也曾相互竞争、一起胡闹，但也是值得信赖的重要伙伴。\n相信只要和大家在一起，就能迈向更高更远的地方。	在學園認識了大家。\n雖然有時會吵架或被牽著鼻子走，但他們都是值得信賴的重要夥伴。\n只要和大家在一起，我感覺，\n自己便可以向前邁進。
20004	わたしの守りたい場所	The Place I Want to Protect	我想要守护的地方	我想要守護的地方	アーランドの街の職人通り。その一角にロロナのアトリエはある。師匠から突然経営を押し付けられた彼女は、アトリエ存続の危機から脱するべく、未熟ながらも奮闘する。\nすべては、大切なこの場所を守るため。	Atelier Rorona lies tucked away in a corner of the Artisan's Way in Arland. Despite her inexperience, Rorona has tried her best to keep the atelier going ever since her teacher entrusted it to her.\nEverything she does is to protect the place most precious to her heart.	萝乐娜的炼金工房位于亚兰德镇的工匠大道一角。一天，她的师父突然将经营工作强行推给她。尽管经验不足，但为了摆脱炼金工房的存亡危机，她仍努力奋斗着。\n一切都是为了守护这个重要的地方。	蘿樂娜的鍊金工房就位於亞蘭德城裡的工匠大道一角。技術尚未成熟的她突然被迫代替師父經營鍊金工房，但為了拯救鍊金工房脫離倒閉的危機，她仍是努力奮鬥。\n一切都是為了守護這個重要的地方。
20005	足跡をたどって	Following in Your Footsteps	追寻足迹	循著足跡	旅に出たまま帰ってこなくなった母親。\n今、どこにいるのだろう――その疑問は次第に大きくなり、トトリはついに故郷を飛び出し、母親の足跡を辿る旅に出た。\n行く道の先でたとえ足跡が途切れても、この海の向こうにまだ続いていることを信じて――	Her mother set out on a journey and has yet to return.\nWhere could she be? The question gradually occupies more of Totori's attention until, one day, she sets off from her home to pursue in her mother's footsteps.\nEven when the trail goes cold, she presses on, believing her mother is waiting for her somewhere beyond the sea...	托托莉的母亲踏上旅程后便一去不返。\n她现在在哪里呢——这个疑问越发清晰，托托莉最终离开故乡，踏上了追寻母亲足迹的旅途。\n尽管道路上的足迹时隐时现，但她相信它一定在海的对面继续前进着——	母親外出旅行之後就再也沒有歸來。\n如今她身在何處呢──托托莉心中這股疑問越來越強烈，最終離開了故鄉，循著母親的足跡踏上旅程。\n即使足跡半路中斷，她也相信在大海的彼岸會延續下去──
20006	世界を変える力	The Power to Change the World	改变世界的力量	改變世界的力量	木の上から見渡せてしまうくらい、とっても小さなこの国。\nメルルは決意した。先生から受け継いだ錬金術の力で、この国を大きくしてみせると。\n彼女は王女として、そして錬金術士として、世界を変えるべく立ち上がる。	The country is so small, one might be able to look over its entirety simply by climbing a tree.\nMeruru has made up her mind. She will use the power of alchemy she learned from her teacher to expand her country.\nAs a princess, as an alchemist, she stands, ready to change her world.	这是一个小国，小到爬上树梢就能放眼看遍整个国家。\n梅露露下定决心，使用从老师那里继承的炼金术之力，使国家发展壮大。\n身为公主与炼金术士，她挺身而出，准备改变世界。	這是一個很小的國家，甚至只要爬到樹上就可將國土盡收眼底。\n梅露露下定決心要運用從老師那邊繼承的鍊金術之力，壯大這個國家。\n身為一個公主，同時也是鍊金術士的她，將為了改變世界挺身而出。
20007	わたしの目指すもの	What I'm Striving For	我努力的目标	我的目標	街はずれの花畑で、錬金術の材料探し。\n遠くから彼女を呼ぶ声がした。優しくて、大好きな母の声。でも、今は少しだけ目を背ける。\n偉大なあの人を超えるために……もっと、もっと頑張りたいから	An alchemist searches for materials in a field of flowers on the edge of town.\nShe hears her beloved mother's gentle voice calling her from far away. But, for now, she pays it no mind.\nIn order to step out of that person's shadow, she has to work harder.	在城郊的花田寻找炼金术材料时，\n听见远方传来呼唤她的声音。那是她最爱的温柔的妈妈的声音。但是，她决定先不去理会。\n因为她有想要加倍努力实现的目标——超越那位伟人。	在郊區花田尋找鍊金術的材料。\n遠處傳來呼喚她的聲音。那是她心愛母親的溫柔嗓音。然而，現在的她暫時不能回頭。\n為了超越那個偉大的人……必須更加、更加努力。
20008	黄昏の大地を歩んで	Walking the Lands of Dusk	行走于黄昏大地	走在黃昏大地上	静かに終わりへと向かう世界。かつての高度な文明は滅び、朽ちた遺跡に住むのは植物たちだけ。\nそんな世界に一人生きる少女、アーシャ。\n彼女は最愛の妹を探すため、この黄昏の大地を歩み続ける。	A world quietly awaiting its end. This once-great civilization has fallen into decay, leaving only ruins engulfed in vegetation.\nSuch is the nature of the world Ayesha traverses alone.\nShe wanders through the lands of Dusk in search of her beloved sister.	世界静静地朝着终结前进。曾经存在的高度文明早已灭亡，只有植物在破败的遗迹里静静生长。\n爱夏一人生活在这样的世界里。\n她为了寻找心爱的妹妹，在这片黄昏大地上不断前行。	世界靜靜地走向終結。過去的高度文明已然滅亡，只剩植物住在腐朽的遺跡裡。\n少女愛夏獨自一人生活在這樣的世界。\n為了尋找最愛的妹妹，她將繼續在這片黃昏大地上踽踽而行。
20009	黄昏の空を見上げて	Looking up At the Dusk Skies	仰望黄昏天空	仰望黃昏天空	物資を運ぶ気球が飛び交う、未だ発展途上の街。\nその辺境の土地で、開発事業に取り組むことになった二人の錬金術士、エスカとロジー。\n彼らは共に手を取り合いながら、遥かな黄昏の空に夢を追い求める。	Balloons fly back and forth, carrying materials through the frontier town.\nTwo alchemists, Escha and Logy, have agreed to help the town's development efforts.\nHand-in-hand they chase their dreams into the Dusk skies.	运送物资的热气球飞来飞去，城镇正蒸蒸日上地发展。\n爱丝卡和罗吉两位炼金术士在这片偏远的土地致力于城镇的开发工作。\n他们携手在遥远的黄昏天空中追逐着梦想。	運送物資的熱氣球在空中交錯，還在發展途中的城鎮。\n在這片邊境土地上，鍊金術士愛絲卡與羅吉將一起推動開發事務。\n他們攜手合作，一同夢想著遙遠的黃昏天空。
20010	黄昏の海に抱かれて	Embraced by the Dusk Sea	在黄昏之海怀中	置身於黃昏之海中	一面の砂に覆われた黄昏の海。唯一残されたオアシスも徐々に涸れ始め、砂に飲み込まれてゆく。\n二人の少女、シャリステラとシャルロッテは、それぞれの想いを胸にその場所で生きていた。\n二人の「シャリー」が出会う時、黄昏の海を巡る運命の輪が動き始める。	"The Dusk Sea—a sandy expanse that stretches out to the horizon. Its sands threaten to slowly swallow the last remaining oasis.\nTwo girls, Shallistera and Shallotte, live their lives in such a place, each with her own hopes and desires.\nWhen these two ""Shallies"" meet, the Dusk Sea's wheel of fate begins to turn."	黄昏之海被沙漠覆盖，仅剩的唯一一座绿洲也开始干涸，逐渐被黄沙吞没。\n夏莉丝堤拉和夏露罗蒂两名少女各怀心愿，生活在这个地方。\n当两个“夏莉”相遇时，围绕黄昏之海的命运之轮开始转动。	黃昏之海被一片黃沙所覆蓋。唯一殘存的綠洲也開始慢慢乾涸，遭到沙子吞噬。\n夏莉絲堤菈與夏露羅蒂這兩名少女各自懷著不同的信念，生活在這樣的地方。\n當兩個「夏莉」相遇時，圍繞著黃昏之海的命運之輪開始轉動。
