file	id	romanized_name	localized_name	text	localized_name_en	text_en	localized_name_zh-CN	text_zh-CN	localized_name_zh-TW	text_zh-TW
Date_MCHARA_B_04_01ID	24		選択肢	クリセルダを惑わせるところ	Selection	How you shamelessly seduced Criselda.	选项	蛊惑克莉赛尔达	選項	妳迷惑了克莉賽爾達
Date_MCHARA_B_04_01ID	25	Antje	アンチュ	クリセルダの気を引いて……\n惑わせてるところとかね	Antje	How you shamelessly seduced Criselda, you attention hog.	安洁	吸引克莉赛尔达的注意力……蛊惑她。	安潔	妳引起了克莉賽爾達的注意……迷惑了她。
Date_MCHARA_B_04_01ID	26	Valeria	ヴァレリア	別にそんなことしてないわよ。\n向こうがやたら突っかかってくるというか	Valeria	It's not like I was trying to. If anything, she was the one trying to get close with me.	瓦莱莉娅	我才没做过这种事。\n明明是她老是来招惹我。	瓦萊莉婭	我沒做那種事啊，應該說是她自己纏著我不放。
Date_MCHARA_B_04_01ID	27	Antje	アンチュ	クリセルダは懐っこいところもあるから。\nただ、貴方には特になのよ	Antje	Criselda acts friendly with everyone. But she was especially friendly with you.	安洁	克莉赛尔达对人就是很亲切啊。\n但是对你尤其。	安潔	克莉賽爾達本來就滿會親近人的，\n但她對妳尤其親近。
Date_MCHARA_B_04_01ID	28	Valeria	ヴァレリア	うーんそう言われてもねぇ	Valeria	Look, you can complain all you'd like, but...	瓦莱莉娅	就算你这么说……	瓦萊莉婭	唔～就算妳這麼說，我也沒辦法啊。
Date_MCHARA_B_04_01ID	29		選択肢	レスナを独占しているところ	Selection	You hog Resna all to yourself.	选项	独占蕾斯娜	選項	妳獨占了蕾斯娜
Date_MCHARA_B_04_01ID	30	Antje	アンチュ	レスナを独占しているところとか	Antje	You hog Resna all to yourself. All the time.	安洁	独占蕾斯娜之类的。	安潔	妳獨占了蕾斯娜。
Date_MCHARA_B_04_01ID	31	Valeria	ヴァレリア	独占しているつもりはなかったけど……。\nイザナのほうがレスナとずっと一緒に\nいるじゃない	Valeria	It's not like I'm trying to. I mean... Doesn't Izana spend more time with her?	瓦莱莉娅	我没有这个意思……而且伊札娜跟蕾斯娜\n在一起的时间更长吧。	瓦萊莉婭	我沒有獨占她的意思……\n而且伊札娜和蕾斯娜在一起的時間不是更久嗎？
Date_MCHARA_B_04_01ID	32	Antje	アンチュ	イザナは、もはやそういう空気というか。\n一緒にいても、気にならないわ	Antje	Izana doesn't go out of her way to, so it doesn't bother me.	安洁	伊札娜就跟蕾斯娜身边的空气一样，\n就算在一起也不会让人觉得怎样。	安潔	伊札娜已經成為理所當然了吧。\n就算她們待在一起也不會讓人在意。
Date_MCHARA_B_04_01ID	33	Valeria	ヴァレリア	まー、そういう域にいるわね	Valeria	Fair enough, I guess.	瓦莱莉娅	唔，确实给人这种感觉。	瓦萊莉婭	嗯～她已經達到那種境界了呢。
Date_MCHARA_B_04_01ID	34		選択肢	悩みがなさそうなところ	Selection	You don't have a single concern.	选项	一副没心没肺的样子	選項	妳一副無憂無慮的樣子
Date_MCHARA_B_04_01ID	35	Antje	アンチュ	悩みごとなんてなさそうなところが\n気に食わない	Antje	You don't have a single concern. Like, nothing at all.	安洁	一副没心没肺的样子，让人很不爽。	安潔	我討厭妳一副無憂無慮的樣子。
Date_MCHARA_B_04_01ID	36	Valeria	ヴァレリア	そう？　これでも色々悩んでるわ。\n今だって悩んでることがあるもの	Valeria	Is that how it looks? Because I definitely do. I'm even worried about something right now.	瓦莱莉娅	是吗？但我其实也有很多烦恼。\n现在也有哦。	瓦萊莉婭	是嗎？別看我這樣，我煩惱也滿多的。\n我現在也有正在煩惱的事啊。
Date_MCHARA_B_04_01ID	37	Antje	アンチュ	ふうん。何も考えてなさそうな\nボーっとした表情してるけど	Antje	Hmph. Going by that vacant stare of yours, I highly doubt it.	安洁	哼，明明一脸呆滞\n看上去什么都没在想的样子。	安潔	哦，可是妳的表情呆呆的，\n好像什麼都沒在思考的樣子。
Date_MCHARA_B_04_01ID	38	Valeria	ヴァレリア	……それは元々の顔の問題な気がするわ	Valeria	You know that my face is always like this, right?	瓦莱莉娅	那是我天生脸就长这样……	瓦萊莉婭	……我覺得那根本就是長相的問題吧。
Date_MCHARA_B_04_01ID	39	Valeria	ヴァレリア	……やっぱり、操られてみんなに\n迷惑かけたのが良くなかった？	Valeria	I guess I really did cause a bunch of trouble when I was being manipulated.	瓦莱莉娅	追根究底，还是因为我被操纵\n给大家添麻烦了吧……？	瓦萊莉婭	……我被操縱並給大家添了麻煩，果然很糟糕吧？
Date_MCHARA_B_04_01ID	40	Antje	アンチュ	別に……。\nまあ、そうならないようにしたほうが\n面倒はなくていいけど	Antje	Not really. All you have to do is just make sure that it doesn't happen again.	安洁	也没有……不过你以后最好还是当心\n别再被操控了，也能少点麻烦。	安潔	還好吧……不過，如果努力別被操縱，\n就不會有那麼多麻煩事了。
Date_MCHARA_B_04_01ID	41	Valeria	ヴァレリア	ねえ、操られないようにするためには\nどうしたらいいと思う？	Valeria	Okay, so what's the best way of doing that?	瓦莱莉娅	我问你哦，你觉得怎么做才能不被操控？	瓦萊莉婭	話說，妳覺得該怎麼樣才能不被操縱？
Date_MCHARA_B_04_01ID	42	Antje	アンチュ	私は、そういうの詳しくないわ	Antje	How should I know?	安洁	这方面的事我不清楚。	安潔	這種事我不是很清楚。
Date_MCHARA_B_04_01ID	43	Valeria	ヴァレリア	いいじゃない。色んな人の話を\n参考にしたいのよ	Valeria	Don't worry, even suggestions would be good! If I ask everyone, maybe I'll hit on something that works.	瓦莱莉娅	你随便说说吧。\n我想多听点别人的建议当参考。	瓦萊莉婭	沒關係啦，我想要參考大家的答案。
Date_MCHARA_B_04_01ID	44	Antje	アンチュ	……そう。\n有効かは分からないけど……	Antje	Hm. I don't know how effective this would be, but...	安洁	是吗……虽然不知道有没有用……	安潔	……這樣啊。雖然我不知道有沒有效，但……
Date_MCHARA_B_04_01ID	45		選択肢	意思を強く持つ	Selection	Strengthen your resolve.	选项	坚定心智	選項	擁有強大的意志
Date_MCHARA_B_04_01ID	46	Antje	アンチュ	何より意思を強く持つことじゃない？\n何かの術をかけられたとしても……\n心を奪われない強さがあればいいのよ	Antje	Isn't the main thing having rock-solid resolve? That way, even if someone tries to mess with you, you'll be too strong to be charmed.	安洁	最重要的还是坚定心智吧？\n不管别人施什么术……\n只要坚定到不会被人夺去心神就好。	安潔	最重要的就是擁有堅強的意志吧？\n只要意志足夠堅強，讓自己無論被施了什麼術法……\n都不會被奪走心智就行了。
Date_MCHARA_B_04_01ID	47	Valeria	ヴァレリア	やっぱりそうよね……そしたら\n修行しないと	Valeria	Yeah, good point. I guess I'll have to do more training.	瓦莱莉娅	果然还得是这个啊……那就必须要修行了。	瓦萊莉婭	果然是這樣啊……那我必須努力修行。
Date_MCHARA_B_04_01ID	48	Valeria	ヴァレリア	美味しそうなご飯があっても、\n平静を保って飛びつかないようにする\n修行でいいかしら……	Valeria	Like, I could work on my self-control by not immediately pouncing on anything that looks delicious.	瓦莱莉娅	就算看到眼前有美味的饭菜，\n也保持镇定，忍住不扑上去。\n修行内容这样就行了吧……	瓦萊莉婭	修行到即使有看起來很美味的餐點，\n也能保持冷靜不飛撲過去就可以了吧……
Date_MCHARA_B_04_01ID	49	Antje	アンチュ	（……いいわけがない）	Antje	(She's...kidding, right?)	安洁	（行你个大头鬼……）	安潔	（……怎麼可能行得通。）
Date_MCHARA_B_04_01ID	50		選択肢	武力を身につける	Selection	Be undefeatable.	选项	磨炼武艺	選項	掌握武力
Date_MCHARA_B_04_01ID	51	Antje	アンチュ	そもそも相手に操る隙を与えるのが\n良くないと思うわ	Antje	Part of the problem is that you gave them an opening to begin with, right?	安洁	说到底，一开始你就不该\n给人操控自己的机会。	安潔	我覺得讓對方有操縱自己的機會就不對了。
Date_MCHARA_B_04_01ID	52	Antje	アンチュ	戦う力をもっと磨いて、操られる前に倒す。\n貴方にはそれが一番\n分かりやすいんじゃないの	Antje	Just hone your skills and get them before they get you. That should be simple enough for you to understand.	安洁	提升战斗力，在被操控前打倒对方。\n对你来说这个方法最简单明了吧。	安潔	磨練戰力，在被操縱前打倒對方。\n這種方法對妳來說應該最好理解吧？
Date_MCHARA_B_04_01ID	53	Valeria	ヴァレリア	確かにそうね！\nもっと素早く動けるように特訓しないと	Valeria	Good point! I'll do some special training so that I become even faster!	瓦莱莉娅	的确！那我得强化训练，\n让自己更加敏捷才行。	瓦萊莉婭	確實如此！我得進行特訓，讓動作更敏捷才行。
Date_MCHARA_B_04_01ID	54		選択肢	一人にならない	Selection	Never be alone.	选项	不要单独行动	選項	不要落單
Date_MCHARA_B_04_01ID	55	Antje	アンチュ	一人にならないことね。\n貴方を操ろうとするなら\n一人きりのときを狙ってくるはず	Antje	Just never be alone. If someone's out to get you, they'll want to strike while you're by yourself.	安洁	绝对不要单独行动。\n对方应该会趁你落单的时候下手。	安潔	就是不要落單。如果對方打算操縱妳，\n應該會趁妳獨自一人時盯上妳。
Date_MCHARA_B_04_01ID	56	Antje	アンチュ	常に誰かと一緒にいればいいのよ	Antje	Make sure that you're always with someone.	安洁	只要一直和别人结伴行动就好。	安潔	只要總是和別人待在一起就行了。
Date_MCHARA_B_04_01ID	57	Valeria	ヴァレリア	いい考えね！　じゃあ\n一人で出かけることになりそうなときは\nアンチュを誘うことにするわ	Valeria	That's a great idea! If it ever looks like I'll have to go somewhere on my own, I'll invite you along!	瓦莱莉娅	好主意！那如果我要一个人出门的话，\n就来邀请安洁吧。	瓦萊莉婭	好主意！那我決定以後有可能需要\n獨自出門時就來邀妳一起。
Date_MCHARA_B_04_01ID	58	Antje	アンチュ	（……言わなければよかった）	Antje	(I...shouldn't have said anything.)	安洁	（早知道就不说了……）	安潔	（……早知道就別說了。）
Date_MCHARA_B_04_01ID	59	Valeria	ヴァレリア	ありがとアンチュ！\nおかけで色んなことに気付けたわ！	Valeria	Thanks, Antje! That gave me a lot to think about!	瓦莱莉娅	谢谢你安洁！\n让我注意到了好多没注意过的事！	瓦萊莉婭	安潔謝謝妳！託妳的福，我才發現了很多事！
Date_MCHARA_B_04_01ID	60	Antje	アンチュ	好きじゃないって言ってる相手にも、\n礼を言うのね	Antje	I don't see why you'd bother thanking someone who said they don't like you.	安洁	就算对方说了不喜欢你，\n你也能对人家道谢啊。	安潔	就算別人說不喜歡妳，妳還是會向對方道謝呢。
Date_MCHARA_B_04_01ID	61	Valeria	ヴァレリア	まあ、人には好き嫌いあるから。\nそれじゃ！	Valeria	Eh, no one likes everyone. See you!	瓦莱莉娅	唔，大家都有自己喜欢和讨厌的类型嘛。\n那我先走啦！	瓦萊莉婭	畢竟人都有各自的喜好嘛。那我走了！
Date_MCHARA_B_04_01ID	62	Antje	アンチュ	（なんでヴァレリアは、こんなに\n　前向きなの……？）	Antje	(Seriously... Why is Valeria always so optimistic?)	安洁	（为什么瓦莱莉娅能这么\n　积极向前看……？）	安潔	（瓦萊莉婭為什麼有辦法這麼樂觀……？）
Date_MCHARA_B_04_02ID	0	Valeria	ヴァレリア	うーん、お腹空いた！\nフロッケのお弁当食べましょ！	Valeria	Maaan, I'm starving! Let's stop and have those lunches that Flocke made!	瓦莱莉娅	唔，肚子饿了！\n来吃芙洛可准备的便当吧！	瓦萊莉婭	唔～肚子好餓！我們來吃芙洛可做的便當吧！
Date_MCHARA_B_04_02ID	1	Antje	アンチュ	そうね。頼まれてた採取も\n一区切りついたことだし	Antje	Okay. We're pretty much done gathering the materials we got sent out for anyway.	安洁	嗯。被拜托采集的东西也采得差不多了。	安潔	說得也是，反正採集委託也告一段落了。
Date_MCHARA_B_04_02ID	2	Antje	アンチュ	それにしてもなんで貴方と\n二人で採取なんかに……	Antje	Not that I see why I got stuck with you in the first place...	安洁	不过为什么我要和你两个人来采集啊……	安潔	話說回來，為什麼會變成我跟妳兩個人來採集啊……
Date_MCHARA_B_04_02ID	3	Valeria	ヴァレリア	レスナが二人はもっと仲良くなった\nほうがいいって言うんだもの。\nだから誘ってみたのよ	Valeria	Resna said it would be good for the two of us to get along better, so I figured I'd invite you along!	瓦莱莉娅	因为蕾斯娜说我们最好拉进一下距离，\n所以我就邀请你啦。	瓦萊莉婭	因為蕾斯娜說我們兩個應該要打好關係，\n所以我才試著邀妳。
Date_MCHARA_B_04_02ID	4	Antje	アンチュ	（気まずいとかないのかしら）	Antje	(Doesn't she find this awkward?)	安洁	（她不会觉得尴尬吗。）	安潔	（不覺得很尷尬嗎？）
Date_MCHARA_B_04_02ID	5	Valeria	ヴァレリア	じゃあ、いただきまーす！\nうーん、やっぱりフロッケの作る料理は\n最高ね！	Valeria	Okay, let's dig in! Mmm...! Yep, Flocke's homemade meals always hit the spot!	瓦莱莉娅	那我开动啦！\n嗯，果然芙洛可做的料理是最好吃的！	瓦萊莉婭	那我要開動了──！\n嗯～芙洛可做的料理果然是最棒的！
Date_MCHARA_B_04_02ID	6			クリセルダの料理のほうが美味しい		Criselda's cooking is better.		克莉赛尔达做的更好吃		克莉賽爾達做的料理比較好吃
Date_MCHARA_B_04_02ID	7	Antje	アンチュ	クリセルダの料理のほうが美味しいに\n決まってる	Antje	Criselda's cooking is better, obviously.	安洁	绝对是克莉赛尔达做的更好吃。	安潔	肯定是克莉賽爾達做的料理比較好吃。
Date_MCHARA_B_04_02ID	8	Valeria	ヴァレリア	確かにデートの時に食べたお弁当は\n美味しかったわ	Valeria	Yeah, the lunches she made for our dates were pretty tasty.	瓦莱莉娅	确实，约会的时候吃的便当很好吃。	瓦萊莉婭	約會時吃到的便當確實很好吃。
Date_MCHARA_B_04_02ID	9	Antje	アンチュ	ふ、ふふふ。また食べたいでしょ？	Antje	Heh heh. You want more of them, don't you?	安洁	呵、呵呵呵。还想吃对吧？	安潔	呵、呵呵呵，妳是不是還想吃呀？
Date_MCHARA_B_04_02ID	10	Valeria	ヴァレリア	うん。食べたい。もしかして、\n今食べられるの！？	Valeria	Yep, definitely. Ooh! Could you get me some?!	瓦莱莉娅	嗯，还想吃。难道现在能吃到吗？！	瓦萊莉婭	嗯，我想吃。難道說，現在吃得到嗎！？
Date_MCHARA_B_04_02ID	11	Antje	アンチュ	え。いや、食べられないわ。\n……というより、ダメ。\nもったいないから私が食べる	Antje	Huh? Uh, no. Wait, no way. They'd be wasted on you. If anyone's going to eat them, it should be me.	安洁	不，吃不到。或者说……不行。\n给你吃太浪费了，应该给我吃。	安潔	咦？不，吃不到啦。……應該說，不行。\n給妳吃太浪費了，我來吃就好。
Date_MCHARA_B_04_02ID	12	Valeria	ヴァレリア	じゃあどうして「また食べたいでしょ」\nなんて言ったのよ！	Valeria	Then why'd you get my hopes up like that?!	瓦莱莉娅	那你干嘛问我还想不想吃啊！	瓦萊莉婭	那妳為什麼要問我「是不是還想吃」？
Date_MCHARA_B_04_02ID	13	Antje	アンチュ	（クリセルダの料理を褒められるのは\n　嬉しいけど、食べさせてなんて\n　やるもんか！）	Antje	(I'm glad that she praised Criselda's cooking, but that doesn't give her the right to eat it!)	安洁	（虽然我很乐意听到她夸奖克莉赛尔达的料理，\n　但我才不会让她吃！）	安潔	（我很高興她稱讚了克莉賽爾達做的料理，\n但我才不會讓她吃呢！）
Date_MCHARA_B_04_02ID	14			食べられればなんでもいいんでしょ		You eat anything edible, though.		你只要能吃就行了吧		只要是能吃的東西，妳根本不挑吧？
Date_MCHARA_B_04_02ID	15	Antje	アンチュ	食べられればなんでもいいんでしょ。\n味なんて分かってるの？	Antje	You eat anything that's even remotely edible, though. Do you even taste any of it?	安洁	你只要能吃就行了吧。你吃得出区别吗？	安潔	只要是能吃的東西，妳根本不挑吧？妳嚐得出味道嗎？
Date_MCHARA_B_04_02ID	16	Valeria	ヴァレリア	私だって味くらい分かるわ	Valeria	Sure I do!	瓦莱莉娅	不同料理的味道我还是尝得出来的。	瓦萊莉婭	就算是我也嚐得出味道啊。
Date_MCHARA_B_04_02ID	17	Antje	アンチュ	じゃあ、目を閉じて。\n今から口に入れるものは、誰が作った物か\n当ててみて	Antje	Okay, fine. Close your eyes and tell me who made this.	安洁	那你闭上眼睛，\n猜猜看我喂给你吃的是谁做的。	安潔	那妳閉上眼，猜猜看接下來\n放到妳嘴裡的是誰做的東西。
Date_MCHARA_B_04_02ID	18	Valeria	ヴァレリア	何かな、何かな	Valeria	Ooh, I'm excited.	瓦莱莉娅	会是什么呢～	瓦萊莉婭	到底會是什麼呢？
Date_MCHARA_B_04_02ID	19	Antje	アンチュ	（昨日私が作ったクッキーを入れちゃえ。\n　誰が作ったか絶対分からないはず）	Antje	(I'll give her a cookie I made yesterday. There's no way she's going to know who baked it.)	安洁	（给她吃我昨天做的曲奇好了。\n　她肯定猜不出来是谁做的。）	安潔	（放我昨天做的餅乾吧。\n　她一定不會知道是誰做的。）
Date_MCHARA_B_04_02ID	20	Valeria	ヴァレリア	もぐもぐ……ん！	Valeria	*Munch* *Munch*... Mm!	瓦莱莉娅	嚼嚼……嗯！	瓦萊莉婭	（嚼嚼）……嗯！
Date_MCHARA_B_04_02ID	21	Valeria	ヴァレリア	なにこれ！　すごく美味しいわね！	Valeria	Whoa! That was seriously delicious!	瓦莱莉娅	这是什么啊！太好吃了！	瓦萊莉婭	這是什麼！超好吃的耶！
Date_MCHARA_B_04_02ID	22	Antje	アンチュ	（……な、なんだか美味しいって\n　言われると……どうしてだろう。\n　胸がざわざわする）	Antje	(A compliment? Th-That's not fair... It's making me feel kind of fuzzy inside.)	安洁	（听、听到她说好吃……\n　不知道为什么，心里痒痒的……）	安潔	（東西被稱讚好吃……總覺得心裡亂哄哄的。\n　……為、為什麼會這樣呢？）
Date_MCHARA_B_04_02ID	23	Valeria	ヴァレリア	分かった！\nイザナがときどき食べてるおやつ？	Valeria	I've got it! Wasn't that one of the cookies that Izana likes to snack on?	瓦莱莉娅	我知道了！是伊札娜经常吃的那个点心？	瓦萊莉婭	我知道了！是伊札娜經常吃的那種點心吧？
Date_MCHARA_B_04_02ID	24	Valeria	ヴァレリア	いたっ！	Valeria	Ow!	瓦莱莉娅	好痛！	瓦萊莉婭	好痛！
Date_MCHARA_B_04_02ID	25	Antje	アンチュ	不正解……っ	Antje	Wrong.	安洁	不对……	安潔	答錯了……
Date_MCHARA_B_04_02ID	26	Valeria	ヴァレリア	えっ？　そんな叩くほど？	Valeria	Huh? Was that worth hitting me for?	瓦莱莉娅	咦？有必要打得那么用力吗？	瓦萊莉婭	咦？有需要打這麼大力嗎？
Date_MCHARA_B_04_02ID	27			食べること以外興味ないの？		Don't you have any other hobbies besides eating?		你对食物以外的东西没有兴趣吗？		妳對吃以外的事沒興趣嗎？
Date_MCHARA_B_04_02ID	28	Antje	アンチュ	貴方、食べるときだけやたらと元気よね。\n他に興味のあることはないの？	Antje	I swear, you're only ever this lively when you're eating. Don't you have any other hobbies?	安洁	你只有在吃东西的时候特别有精神。\n就没有别的感兴趣的东西吗？	安潔	妳只有在吃東西時特別有精神。\n妳沒有其他興趣嗎？
Date_MCHARA_B_04_02ID	29	Valeria	ヴァレリア	そうね……戦うのは好きよ。\n特に強い奴と戦うのが好き	Valeria	Hm... I like fighting. Especially when my opponent's someone strong.	瓦莱莉娅	我想想……我喜欢战斗。\n尤其喜欢和强者战斗。	瓦萊莉婭	這個嘛……我喜歡戰鬥喔，尤其喜歡和強者戰鬥。
Date_MCHARA_B_04_02ID	30	Valeria	ヴァレリア	思いっきり体を動かせる戦いが最高ね！	Valeria	Being able to go all out is the best feeling!	瓦莱莉娅	能让身体充分活动的战斗最棒了！	瓦萊莉婭	能盡情活動筋骨的戰鬥最棒了！
Date_MCHARA_B_04_02ID	31	Antje	アンチュ	（なるほど……\n　たくさん動いているからたくさん\n　食べるのか、はたまたその逆か）	Antje	(I think I get it now. She works up an appetite, stuffs her face, then repeats the process. Or the other way around, whatever.)	安洁	（原来如此……因为动得多所以吃得多，\n　或者说反过来。）	安潔	（原來如此……她是因為活動量大才吃得很多啊，\n　還是說正好相反？）
Date_MCHARA_B_04_02ID	32	Antje	アンチュ	（食べるのにはちゃんと理由があると）	Antje	(At least there's a reason behind it.)	安洁	（总之她是有原因才吃这么多的啊。）	安潔	（原來她貪吃是有理由的。）
Date_MCHARA_B_04_02ID	33	Valeria	ヴァレリア	さーて、帰ったら一眠りしようかしら	Valeria	You know, maybe I'll take a nap when we get back.	瓦莱莉娅	好，回去之后睡一觉吧。	瓦萊莉婭	我想想，回去後小睡一下好了。
Date_MCHARA_B_04_02ID	34	Antje	アンチュ	（……寝てるのもよく見かけるから、\n　この説は間違っているのかもしれない）	Antje	(Then again, she does also sleep a lot. Maybe there's a flaw in that theory after all.)	安洁	（……她也总是在睡觉，\n　我的猜测可能是错的。）	安潔	（……也很常看到她在睡覺，\n　我這個想法也許是錯的。）
Date_MCHARA_B_04_02ID	35	Antje	アンチュ	……というか、フロッケの料理が\n最高っておかしいじゃない	Antje	So? What'd you think of Flocke's cooking? Pretty awesome, right?	安洁	话说回来……说芙洛可的料理是最好吃的\n也太奇怪了吧。	安潔	……話說回來，妳說芙洛可的料理最棒，很奇怪吧？
